TRADEDATE,GAZP,ROSN,NVTK,LKOH,GMKN,SBER,PLZL,NLMK,SNGS,TATN,YNDX,ALRS,POLY,MGNT
2020-02-11,233.9,454.3,1060.0,6397.5,21910.0,254.5,7895.5,137.2,47.725,753.7,3085.0,82.18,1065.5,3575.0
2020-02-12,238.03,465.8,1050.0,6466.0,21966.0,254.5,7838.5,141.24,49.0,768.2,3037.2,82.78,1041.0,3760.0
2020-02-13,233.55,463.0,1054.0,6470.5,21510.0,253.89,7968.5,139.14,48.31,763.0,3087.4,81.47,1056.0,3750.0
2020-02-14,232.5,460.5,1051.4,6451.0,21530.0,251.75,8003.0,140.32,48.32,763.1,3011.0,82.17,1052.5,3669.0
2020-02-17,233.75,464.7,1092.0,6463.0,21790.0,251.36,7922.0,140.42,48.625,766.1,2983.6,82.19,1048.6,3697.0
2020-02-18,230.5,452.2,1094.4,6378.5,21818.0,249.2,8000.0,138.9,46.695,750.8,2937.0,80.5,1069.8,3620.0
2020-02-19,231.9,465.65,1117.0,6509.0,22520.0,249.7,8111.0,139.12,47.46,765.4,2953.0,81.25,1080.0,3640.5
2020-02-20,234.6,470.4,1106.4,6543.5,22342.0,250.15,8200.0,139.98,47.39,764.1,2988.4,82.96,1081.0,3641.0
2020-02-21,232.0,461.75,1094.2,6450.0,22220.0,250.8,8507.5,139.82,46.755,755.0,2911.8,83.2,1121.4,3625.0
2020-02-25,224.68,443.85,1048.0,6165.0,21554.0,245.19,8780.0,137.72,44.805,721.4,2681.8,80.2,1120.3,3503.0
2020-02-26,224.76,443.7,1039.6,6256.5,21826.0,250.8,8644.5,136.74,44.0,724.3,2690.8,79.0,1100.0,3529.0
2020-02-27,217.5,422.05,998.4,6000.0,21238.0,242.88,8901.5,131.4,39.6,691.6,2678.2,76.26,1106.4,3345.0
2020-02-28,202.65,403.4,964.8,5699.5,20250.0,233.36,8464.0,124.94,38.435,671.6,2659.8,71.39,1025.1,3160.5
2020-03-02,198.78,394.5,997.2,5550.0,20160.0,228.17,8540.5,122.18,38.815,667.9,2721.4,71.56,1041.0,3201.0
2020-03-03,201.48,406.0,1007.6,5782.0,20714.0,236.63,8591.0,122.36,39.05,682.7,2723.0,70.82,1064.3,3150.0
2020-03-04,200.0,415.95,998.0,5908.5,20756.0,235.27,8566.5,123.16,38.455,695.3,2654.2,71.56,1099.7,3130.0
2020-03-05,198.0,410.6,988.0,5862.5,20780.0,232.33,8628.0,124.38,37.76,696.2,2728.2,71.65,1117.1,3121.0
2020-03-06,188.27,392.95,964.8,5592.0,21762.0,219.99,8885.0,119.56,35.68,658.5,2685.0,70.75,1149.6,2984.0
2020-03-10,171.0,326.5,963.0,4549.0,21230.0,201.2,9381.5,118.04,30.835,530.0,2590.0,68.61,1222.0,2669.5
2020-03-11,172.03,314.05,916.6,4908.0,20238.0,194.53,9372.5,120.7,31.245,527.7,2615.0,69.42,1210.7,2705.0
2020-03-12,163.73,277.5,801.0,4511.5,18500.0,175.91,8970.0,111.14,29.4,469.8,2460.0,63.55,1123.0,2337.0
2020-03-13,166.1,266.25,806.0,4414.0,18038.0,198.6,8744.5,109.54,27.5,458.7,2470.0,62.79,1104.0,2501.0
2020-03-16,168.07,258.5,824.2,4251.0,17090.0,195.85,7954.0,108.76,26.045,442.3,2370.0,59.95,1015.8,2636.0
2020-03-17,167.0,249.15,788.4,4168.5,17180.0,184.01,8121.0,107.8,26.33,422.1,2425.0,58.98,995.5,2765.5
2020-03-18,166.34,234.0,715.8,3754.0,15500.0,174.27,8383.5,101.1,24.835,385.0,2318.8,54.0,1008.6,2780.0
2020-03-19,174.56,264.4,832.4,4333.0,16252.0,189.51,8456.5,108.42,27.0,455.9,2434.0,59.7,998.9,2950.0
2020-03-20,176.26,287.75,781.8,4472.5,16358.0,195.69,8495.5,111.56,26.86,515.6,2455.2,57.3,1042.9,3002.5
2020-03-23,168.35,274.0,806.0,4175.5,16240.0,183.37,8423.0,108.36,26.095,503.8,2299.8,57.56,1025.0,2986.0
2020-03-24,177.95,298.5,864.0,4494.0,19028.0,192.64,9520.5,116.08,28.25,561.2,2459.0,58.37,1190.6,3020.0
2020-03-25,180.2,304.75,922.2,4590.0,19930.0,188.08,9995.0,122.12,29.665,562.2,2555.8,61.61,1190.3,3070.0
2020-03-26,181.5,316.2,918.2,4700.0,20100.0,188.07,11047.5,119.76,32.25,560.0,2610.0,60.46,1240.9,3249.5
2020-03-27,174.5,302.8,869.6,4430.0,19306.0,180.38,10820.5,116.4,30.925,530.0,2597.0,56.9,1270.1,3140.0
2020-03-30,176.44,301.0,866.0,4459.0,19462.0,183.0,11172.5,118.78,31.7,521.8,2670.2,58.72,1376.0,3128.5
2020-03-31,181.41,314.35,917.6,4715.0,19518.0,187.21,10637.5,124.0,33.9,552.6,2714.4,64.59,1354.4,3202.5
2020-04-01,180.06,321.0,891.0,4674.5,18952.0,184.78,10038.0,122.8,35.0,544.0,2605.8,63.43,1283.5,3140.0
2020-04-02,187.04,340.5,953.0,5050.0,18998.0,186.95,10354.5,122.7,35.67,585.0,2550.8,61.8,1333.3,3190.0
2020-04-03,189.77,345.0,987.0,5204.5,19032.0,185.64,10394.5,124.84,36.385,600.6,2520.0,61.59,1297.4,3189.0
2020-04-06,191.1,343.0,1006.2,5163.0,19590.0,190.7,10818.5,130.0,37.25,608.9,2582.0,63.5,1326.0,3262.0
2020-04-07,191.22,339.5,1038.0,5118.0,19780.0,197.63,10970.0,132.24,37.2,583.6,2668.0,65.8,1307.0,3255.0
2020-04-08,194.11,341.5,1053.8,5140.0,20164.0,200.29,11050.5,133.0,36.875,598.0,2742.6,65.58,1324.5,3372.5
2020-04-09,193.86,353.0,1073.0,5201.0,21138.0,203.61,11260.5,133.46,37.52,606.2,2697.2,67.33,1396.1,3318.0
2020-04-10,192.0,344.0,1062.6,5130.0,20650.0,201.99,11401.0,131.58,37.08,601.4,2701.0,66.35,1408.0,3321.5
2020-04-13,188.07,336.7,1024.0,5040.0,20100.0,198.26,11525.0,129.92,36.01,587.0,2659.0,64.75,1435.4,3286.0
2020-04-14,190.11,330.95,1007.2,4844.0,20702.0,197.37,12150.0,129.04,35.65,554.6,2755.6,63.5,1498.8,3362.0
2020-04-15,184.25,307.25,952.0,4484.0,19646.0,186.07,11472.5,125.32,33.75,510.6,2588.2,59.9,1432.0,3244.5
2020-04-16,184.3,305.75,938.4,4561.5,19520.0,188.5,11940.0,125.5,34.295,510.4,2637.8,59.24,1435.5,3196.5
2020-04-17,184.68,313.9,957.8,4620.0,19718.0,191.8,11685.0,126.1,34.36,516.4,2630.4,60.78,1402.9,3236.0
2020-04-20,185.51,307.9,971.2,4522.5,20036.0,189.32,11635.0,127.5,33.995,488.4,2736.4,60.02,1427.8,3165.0
2020-04-21,181.92,304.0,955.0,4475.0,19240.0,186.05,11794.5,124.88,33.55,476.7,2659.2,60.28,1453.0,3142.5
2020-04-22,188.36,321.95,981.4,4810.5,19614.0,190.2,12209.0,125.5,35.67,514.4,2655.0,61.71,1524.8,3205.0
2020-04-23,188.73,335.0,976.4,4902.5,20216.0,190.94,11951.0,127.46,35.885,532.2,2640.6,62.87,1558.2,3287.0
2020-04-24,185.71,324.0,973.2,4745.5,20150.0,188.91,12095.0,124.84,35.125,521.9,2621.0,61.11,1560.0,3215.5
2020-04-27,186.29,322.9,993.8,4650.0,20034.0,188.9,12081.0,123.16,35.0,516.7,2715.0,61.76,1568.0,3356.0
2020-04-28,188.5,325.1,1034.2,4738.5,20054.0,192.8,11916.5,125.6,36.8,529.8,2754.8,63.77,1566.6,3380.0
2020-04-29,193.87,337.95,1040.2,4897.0,20596.0,195.8,11935.5,127.1,37.435,558.6,2870.0,63.9,1498.4,3467.0
2020-04-30,190.0,335.65,1037.2,4826.5,20478.0,197.25,12110.0,128.34,37.115,550.0,2850.8,62.2,1535.6,3690.0
2020-05-04,185.7,331.0,1030.0,4848.5,20126.0,193.69,12023.0,124.8,36.41,544.9,2828.8,62.5,1529.0,3760.0
2020-05-05,190.0,342.5,1059.8,4975.0,20034.0,194.75,11832.0,125.08,36.845,551.6,2842.2,62.79,1543.2,3702.0
2020-05-06,187.05,336.65,1060.0,4857.5,19940.0,195.7,11920.5,124.06,35.72,541.5,2864.0,61.73,1534.1,3690.0
2020-05-07,185.85,343.0,1028.0,4839.0,20224.0,195.51,11839.0,124.9,36.54,544.0,2910.2,62.51,1496.5,3694.0
2020-05-08,185.34,348.0,1032.0,4832.0,20144.0,196.02,11973.0,125.0,37.2,546.5,2975.2,62.4,1503.1,3663.0
2020-05-12,186.17,351.1,1028.0,4897.5,21016.0,191.4,11979.0,122.1,37.16,541.9,2977.0,62.86,1465.0,3575.5
2020-05-13,184.2,348.0,1002.6,4819.0,20762.0,187.31,12295.0,118.24,36.445,517.8,2893.4,61.18,1484.0,3631.0
2020-05-14,183.91,347.15,1003.0,4870.0,20104.0,183.81,12350.0,117.28,39.28,522.6,2821.8,61.09,1478.0,3508.0
2020-05-15,183.85,350.05,1008.2,4874.5,20206.0,183.85,12306.0,118.4,40.145,514.2,2839.6,59.82,1507.0,3544.5
2020-05-18,192.5,375.05,1060.0,5170.5,21474.0,188.93,12257.0,124.64,40.6,549.0,2945.0,61.33,1529.9,3619.5
2020-05-19,194.2,376.5,1077.0,5272.0,21920.0,189.0,12110.0,125.02,40.04,549.6,2970.0,61.5,1518.0,3657.0
2020-05-20,196.74,380.25,1140.0,5450.0,22952.0,193.98,12073.5,128.1,40.795,566.5,2964.6,63.97,1522.1,3640.0
2020-05-21,194.74,367.0,1093.0,5286.0,22536.0,192.4,11925.0,125.7,39.0,540.0,2910.8,63.6,1474.3,3600.0
2020-05-22,194.35,364.5,1078.4,5317.0,22002.0,188.9,11814.5,128.28,39.8,544.0,2905.0,63.81,1480.5,3616.0
2020-05-25,197.55,373.95,1096.0,5412.5,22394.0,191.0,11975.0,132.2,41.825,557.0,2960.6,63.9,1503.3,3635.0
2020-05-26,196.86,374.4,1093.0,5445.0,22118.0,194.0,11628.0,134.0,41.7,559.9,2913.2,64.7,1449.0,3615.5
2020-05-27,194.73,374.9,1068.0,5352.5,22110.0,198.51,11262.5,135.7,40.685,559.8,2826.0,65.84,1408.4,3744.5
2020-05-28,196.86,377.45,1084.0,5392.0,22544.0,205.0,11340.0,138.8,40.5,565.0,2888.0,67.95,1438.6,3827.0
2020-05-29,199.95,376.2,1029.6,5242.5,22110.0,200.5,11673.0,137.76,39.61,532.0,2833.2,66.0,1413.5,3740.0
2020-06-01,198.72,378.7,1039.2,5318.0,22026.0,203.66,11400.0,137.72,39.95,542.5,2846.0,69.02,1409.0,3832.0
2020-06-02,201.97,387.0,1066.0,5400.0,22220.0,212.0,11142.0,138.16,40.225,560.1,2837.8,68.27,1398.2,3899.5
2020-06-03,208.0,396.95,1066.8,5549.5,21824.0,221.5,10567.0,139.88,39.995,569.0,2867.6,68.03,1309.5,3869.0
2020-06-04,201.46,390.05,1067.6,5430.0,20000.0,213.1,10688.5,138.86,39.99,559.2,2861.6,66.89,1309.0,3836.0
2020-06-05,203.05,401.95,1086.4,5460.0,20400.0,219.1,10246.0,142.0,40.335,569.9,2884.0,65.05,1235.0,3846.0
2020-06-08,204.91,400.15,1080.0,5372.0,20502.0,220.3,10149.0,137.58,40.305,578.4,2873.2,66.5,1245.9,3950.0
2020-06-09,204.84,402.0,1078.0,5425.0,20248.0,217.23,10465.0,137.0,40.715,586.5,2902.0,65.28,1286.5,3929.0
2020-06-10,201.75,400.3,1092.0,5342.0,20240.0,212.53,10589.5,138.66,41.1,595.9,2881.2,64.15,1306.6,3995.0
2020-06-11,196.74,376.1,1068.4,5350.0,19482.0,208.35,10888.0,135.6,39.98,577.0,2850.0,62.95,1356.0,4004.0
2020-06-15,194.2,366.15,1060.0,5264.0,19058.0,207.32,10520.0,131.5,39.375,581.6,2967.4,63.5,1283.7,3985.5
2020-06-16,196.59,371.4,1075.4,5392.0,19472.0,207.76,10345.0,133.36,39.965,581.0,3009.0,63.92,1281.0,3950.0
2020-06-17,195.86,371.75,1072.2,5343.0,19256.0,208.14,10742.0,137.28,39.205,565.4,3068.2,63.94,1288.9,3945.0
2020-06-18,193.0,373.65,1075.2,5347.0,18926.0,203.77,10850.0,137.82,38.41,576.0,3108.0,63.25,1289.6,3820.0
2020-06-19,195.81,376.15,1079.0,5460.0,19004.0,207.0,11067.5,138.86,39.095,586.5,3155.0,64.22,1315.0,3980.0
2020-06-22,194.3,375.65,1081.4,5469.0,19122.0,206.4,11336.5,138.32,39.22,589.1,3254.2,64.2,1324.6,4076.0
2020-06-23,194.83,373.6,1076.2,5452.0,19636.0,207.3,11583.5,138.9,39.75,588.6,3358.6,64.29,1348.7,4115.0
2020-06-25,192.25,371.5,1064.0,5394.0,19850.0,206.92,11673.0,138.34,39.135,584.7,3499.0,63.39,1327.8,4140.5
2020-06-26,193.0,367.05,1045.0,5321.5,19678.0,203.15,11738.5,137.28,38.3,572.6,3430.0,63.24,1338.6,4180.5
2020-06-29,197.94,365.5,1043.8,5315.0,19196.0,205.8,11890.0,139.02,38.535,568.4,3467.0,64.22,1364.9,4156.5
2020-06-30,194.31,361.8,1022.0,5313.0,18784.0,203.22,11970.0,140.88,38.415,556.3,3545.6,64.49,1392.8,4035.0
2020-07-02,195.28,366.05,1043.0,5416.0,18754.0,209.6,11974.0,141.1,38.76,567.5,3548.6,65.32,1388.5,4202.0
2020-07-03,197.2,365.35,1048.6,5416.5,19000.0,210.95,12220.0,143.2,38.515,568.0,3549.6,65.67,1399.5,4222.0
2020-07-06,199.99,368.8,1047.4,5483.5,18260.0,214.61,12491.0,143.98,38.93,570.6,3639.0,66.07,1405.1,4332.0
2020-07-07,197.96,365.85,1034.4,5464.0,18574.0,210.53,12707.0,143.3,39.7,565.5,3598.8,66.15,1422.8,4242.0
2020-07-08,201.17,366.15,1045.4,5457.0,18970.0,210.97,12914.0,142.78,39.16,560.6,3581.8,66.88,1430.0,4225.0
2020-07-09,199.44,364.25,1025.8,5087.0,18596.0,209.11,13280.0,140.22,38.62,552.5,3637.8,65.91,1436.2,4337.0
2020-07-10,200.94,364.0,1039.0,5098.0,18550.0,212.28,13170.5,135.64,38.59,562.7,3633.0,64.2,1438.0,4307.0
2020-07-13,195.7,354.95,1036.4,4926.5,17946.0,208.39,12852.0,135.64,37.905,546.5,3678.0,63.55,1433.0,4291.0
2020-07-14,193.6,355.0,1059.4,4884.0,17826.0,209.5,12819.5,137.1,37.45,547.9,3772.0,62.49,1423.0,4259.5
2020-07-15,182.26,358.45,1069.8,4949.5,17978.0,211.09,13270.0,138.72,37.27,553.3,3882.8,63.41,1449.0,4298.0
2020-07-16,183.32,361.1,1067.2,4944.5,18112.0,211.35,13168.0,138.3,36.9,553.6,3824.0,64.18,1437.0,4303.5
2020-07-17,184.65,359.85,1086.8,4946.5,18350.0,210.81,13225.0,137.74,36.845,550.9,3950.0,64.04,1450.0,4302.0
2020-07-20,188.36,361.35,1094.0,4937.0,18394.0,213.89,13342.0,138.48,37.225,554.9,4029.0,64.5,1498.1,4476.5
2020-07-21,186.78,364.45,1099.0,4953.0,18380.0,215.73,13484.5,139.6,37.585,560.4,3964.0,65.0,1512.0,4648.0
2020-07-22,187.15,364.7,1098.4,5037.0,18234.0,216.71,13920.0,141.18,37.64,560.9,4010.0,64.94,1575.0,4690.0
2020-07-23,184.69,360.0,1082.4,4974.0,18724.0,215.41,14498.0,141.66,37.2,559.0,4002.8,64.02,1636.6,4720.0
2020-07-24,185.45,359.75,1093.0,4987.0,19060.0,215.97,15265.0,143.84,38.2,564.7,4017.2,64.94,1679.8,4782.5
2020-07-27,185.03,358.25,1082.0,5013.5,19790.0,216.9,17248.0,145.7,37.855,560.9,4123.0,66.68,1800.0,4752.0
2020-07-28,184.3,355.4,1080.0,5023.0,19618.0,215.53,16580.0,146.86,37.145,557.0,4114.4,65.64,1781.1,4768.0
2020-07-29,184.69,360.4,1089.6,5184.5,19808.0,219.18,16650.0,147.04,37.39,563.0,4187.8,66.34,1821.9,4698.0
2020-07-30,182.52,355.85,1080.8,5115.0,19620.0,218.15,16240.0,145.28,37.225,558.4,4191.0,66.5,1805.3,4675.5
2020-07-31,182.59,356.9,1089.4,5087.5,19650.0,221.57,16949.0,145.72,37.25,554.7,4257.0,68.27,1849.8,4586.0
2020-08-03,183.6,356.45,1065.8,5037.0,20018.0,226.72,16850.0,144.68,37.06,547.2,4288.6,68.57,1846.4,4614.0
2020-08-04,183.31,359.8,1066.4,5038.5,20398.0,227.16,17380.5,149.1,36.795,546.8,4312.0,69.9,1894.1,4658.5
2020-08-05,189.15,364.5,1096.2,5136.0,20886.0,226.4,18169.5,148.7,37.385,558.4,4340.2,69.86,1946.9,4632.0
2020-08-06,189.07,369.0,1108.4,5130.0,20842.0,226.0,18592.0,149.16,37.275,561.4,4413.8,70.1,1963.0,4606.5
2020-08-07,187.23,367.15,1104.8,5088.0,20438.0,227.28,18067.5,149.5,37.18,559.4,4360.0,68.85,1927.9,4618.0
2020-08-10,187.7,368.25,1107.4,5112.0,20612.0,225.99,17753.0,154.4,37.42,559.8,4205.0,69.85,1934.9,4613.5
2020-08-11,189.7,367.2,1115.0,5170.0,20426.0,232.65,16834.0,157.94,37.64,581.0,4185.8,69.44,1810.1,4622.0
2020-08-12,192.8,377.85,1153.4,5303.0,20770.0,242.4,17301.5,162.98,38.59,605.6,4288.8,69.89,1880.1,4619.5
2020-08-13,193.76,387.3,1150.0,5312.0,20930.0,241.39,17460.0,159.76,38.71,604.9,4366.0,69.75,1917.5,4738.5
2020-08-14,192.83,387.95,1180.2,5284.5,20786.0,239.99,17419.0,160.48,38.44,608.5,4389.6,67.98,1892.1,4763.5
2020-08-17,190.47,389.55,1162.6,5281.5,20710.0,237.8,18152.5,159.7,38.385,600.1,4500.0,66.48,1960.2,4688.0
2020-08-18,190.3,391.85,1154.4,5268.5,20798.0,236.3,17948.0,159.68,37.905,597.6,4503.0,65.42,1956.0,4690.5
2020-08-19,189.26,388.5,1147.2,5246.5,20500.0,239.4,17633.0,160.32,38.075,590.9,4620.0,66.33,1895.0,4671.5
2020-08-20,186.95,381.6,1127.8,5137.5,19988.0,232.48,17830.0,160.96,37.3,572.8,4700.0,66.34,1928.8,4561.5
2020-08-21,184.51,382.8,1120.6,5092.5,19942.0,231.22,17686.0,159.92,37.035,566.1,4772.0,66.43,1913.8,4523.0
2020-08-24,187.1,388.65,1141.4,5186.0,20000.0,231.81,17966.0,160.18,37.595,570.7,4913.4,67.39,1921.0,4608.0
2020-08-25,186.25,392.8,1138.0,5220.0,19830.0,228.08,17985.5,160.62,37.25,571.0,5055.0,67.19,1938.8,4642.5
2020-08-26,187.48,397.5,1138.4,5278.0,19976.0,227.8,18344.5,159.8,38.48,571.6,4973.6,67.4,1985.2,4666.0
2020-08-27,184.58,389.65,1110.4,5174.0,19670.0,226.23,18170.0,158.82,37.77,561.4,4842.8,67.4,1943.3,4728.0
2020-08-28,182.9,380.65,1096.4,5082.0,19364.0,226.3,18366.0,156.1,37.2,556.8,4845.0,67.18,2025.3,4581.5
2020-08-31,181.01,373.2,1103.0,4991.0,19394.0,226.1,18085.5,154.48,36.705,547.8,5089.4,66.15,2004.9,4474.5
2020-09-01,184.22,373.9,1106.0,4949.0,19930.0,227.64,17868.0,161.28,36.85,549.5,5033.0,68.25,2049.3,4497.5
2020-09-02,181.95,371.5,1097.0,4852.0,19916.0,222.57,17529.5,161.9,35.915,545.0,5070.0,66.67,1984.0,4564.5
2020-09-03,179.13,366.2,1095.0,4814.0,19838.0,218.32,16951.0,161.92,35.5,532.6,4917.8,66.9,1925.0,4565.0
2020-09-04,179.55,372.5,1130.4,4858.0,19924.0,222.21,17266.0,162.5,35.29,536.4,4885.0,67.92,1932.0,4590.5
2020-09-07,177.04,371.4,1113.6,4795.0,20006.0,221.32,17431.0,160.2,35.24,533.9,4975.0,68.39,2005.5,4558.5
2020-09-08,172.95,367.9,1102.8,4719.5,19890.0,217.68,17023.0,158.98,34.515,523.9,4670.2,69.37,1948.1,4535.0
2020-09-09,173.69,371.8,1092.0,4709.0,19708.0,218.0,16735.0,159.86,35.03,529.7,4743.4,69.2,1911.0,4456.0
2020-09-10,173.8,366.9,1078.0,4661.0,19528.0,220.6,16806.5,160.44,34.67,528.0,4597.8,71.65,1916.9,4475.0
2020-09-11,178.05,370.05,1077.8,4725.5,19354.0,221.07,17067.0,162.98,35.09,537.6,4662.0,74.94,1917.5,4663.5
2020-09-14,178.19,374.45,1091.2,4752.5,19492.0,227.37,16950.0,166.6,36.12,538.9,4730.0,73.7,1883.3,4671.5
2020-09-15,182.22,385.3,1118.2,4876.0,19634.0,231.5,16943.0,168.98,36.84,552.8,4685.8,75.15,1884.4,4724.5
2020-09-16,183.26,385.75,1114.4,4863.5,19270.0,231.06,17270.0,167.2,36.515,531.4,4637.0,74.98,1896.0,4710.0
2020-09-17,183.9,382.55,1125.0,4793.5,19370.0,231.46,16947.0,168.3,36.505,517.4,4595.0,75.1,1772.1,4863.0
2020-09-18,181.52,376.5,1122.0,4677.0,19300.0,230.3,16930.0,166.68,36.27,507.8,4628.0,76.3,1750.4,4805.0
2020-09-21,177.17,368.3,1092.0,4511.0,18694.0,226.25,16460.0,166.42,35.38,480.7,4527.8,74.7,1688.7,4772.5
2020-09-22,179.0,374.8,1087.6,4529.0,18758.0,229.88,16285.0,166.72,35.555,479.7,4900.0,74.93,1659.6,4962.0
2020-09-23,177.0,370.75,1054.0,4456.0,18860.0,228.5,16309.5,165.1,34.86,460.0,5008.6,72.95,1614.0,4989.5
2020-09-24,174.23,376.7,1063.0,4563.0,18780.0,228.17,16335.0,167.52,34.97,467.5,4775.0,73.04,1694.0,5057.0
2020-09-25,173.77,381.4,1081.4,4560.0,18888.0,228.24,16335.5,168.58,34.765,464.0,4934.0,71.94,1672.5,5025.0
2020-09-28,172.74,385.9,1092.0,4627.0,18826.0,228.63,16423.5,171.86,35.07,474.5,5080.0,72.64,1706.0,5080.0
2020-09-29,171.44,384.0,1073.2,4508.5,18800.0,225.48,16658.0,175.0,35.375,464.7,5095.0,72.1,1725.9,4965.5
2020-09-30,169.97,383.0,1064.0,4470.0,18762.0,229.14,16250.5,172.0,34.685,463.6,5062.0,73.78,1680.0,4956.0
2020-10-01,168.4,385.45,1050.4,4408.5,18726.0,227.23,16352.0,171.52,35.285,458.5,4928.8,73.99,1690.8,4896.0
2020-10-02,169.47,380.45,1060.4,4379.0,18840.0,208.8,16737.0,173.46,35.225,453.1,4907.0,74.12,1712.9,4906.5
2020-10-05,170.64,390.6,1070.6,4479.0,19282.0,208.89,16962.5,173.9,35.915,473.5,4980.0,74.56,1717.6,4895.0
2020-10-06,171.35,390.2,1107.2,4519.5,18782.0,211.18,16401.0,173.2,35.845,472.5,4869.0,76.97,1662.1,4879.0
2020-10-07,168.23,388.85,1097.6,4474.0,18654.0,210.6,16566.0,172.48,35.26,468.1,4779.4,76.28,1680.9,4766.5
2020-10-08,167.43,392.5,1090.6,4498.0,18924.0,207.97,16883.0,174.28,35.26,464.5,4714.6,77.7,1675.0,4722.0
2020-10-09,166.97,386.55,1090.8,4451.5,19450.0,205.38,16981.5,169.22,34.585,459.0,4683.0,75.41,1701.6,4690.5
2020-10-12,169.05,384.15,1099.8,4445.0,19534.0,206.18,16850.0,173.28,34.595,453.6,4759.8,78.22,1724.1,4859.0
2020-10-13,166.37,378.85,1077.0,4374.5,19604.0,205.03,16655.0,168.28,34.21,442.6,4838.8,76.4,1723.0,4837.0
2020-10-14,167.24,385.4,1089.0,4364.5,19792.0,207.83,17430.0,169.68,34.315,443.4,4772.0,76.85,1798.9,4912.0
2020-10-15,167.16,380.2,1067.0,4271.0,19680.0,203.85,17318.5,170.74,33.8,434.1,4754.4,75.71,1780.8,4741.0
2020-10-16,163.98,382.95,1069.6,4253.0,19682.0,201.17,17399.5,170.56,33.845,429.2,4530.0,76.0,1786.8,4782.0
2020-10-19,163.6,381.55,1066.8,4194.0,19858.0,202.78,17268.5,170.14,34.01,415.7,4457.0,75.64,1796.0,4914.5
2020-10-20,166.53,384.6,1062.2,4270.0,20192.0,209.54,17130.0,172.34,34.115,421.2,4340.0,75.48,1772.5,4910.5
2020-10-21,164.37,383.55,1043.2,4211.5,19828.0,210.33,16800.5,171.22,33.675,416.9,4410.2,74.83,1773.6,4863.0
2020-10-22,165.27,381.8,1034.6,4307.5,19672.0,210.21,16768.5,180.24,33.705,424.6,4455.0,75.18,1783.4,4900.5
2020-10-23,164.96,379.85,1058.6,4325.0,19838.0,214.5,16527.0,179.5,34.0,438.7,4523.2,74.94,1768.8,4855.5
2020-10-26,162.17,374.55,1037.8,4223.0,19514.0,211.1,16141.5,179.64,34.0,430.1,4504.0,74.15,1750.1,4799.5
2020-10-27,159.21,372.5,1032.0,4123.5,19150.0,207.64,16499.0,180.62,34.045,420.5,4600.8,74.46,1770.3,4784.0
2020-10-28,154.3,350.9,991.6,4012.5,18548.0,204.73,15935.0,178.84,32.4,401.0,4586.0,70.24,1696.8,4702.0
2020-10-29,156.74,353.0,985.8,4057.5,18998.0,205.58,15601.0,181.08,33.415,405.7,4637.2,71.81,1694.2,4659.0
2020-10-30,154.28,349.8,951.4,4050.0,18864.0,200.99,15536.5,185.1,32.92,412.6,4561.0,70.75,1672.3,4706.0
2020-11-02,157.74,359.2,1026.0,4162.0,19334.0,204.5,16319.0,188.2,34.01,419.3,4589.2,70.96,1755.5,4829.0
2020-11-03,161.09,374.0,1030.8,4252.0,19512.0,209.2,16670.5,190.6,34.305,430.5,4591.0,71.89,1795.7,4770.0
2020-11-05,163.7,382.4,1063.0,4321.5,19684.0,216.7,17195.0,186.54,35.78,442.7,4854.8,74.9,1848.2,4741.5
2020-11-06,164.92,382.35,1094.4,4396.0,20138.0,217.5,17697.5,189.5,35.54,447.6,4927.0,76.78,1925.1,4796.0
2020-11-09,170.13,395.4,1159.0,4755.0,20590.0,228.05,16615.0,191.88,36.8,479.3,4985.4,79.91,1762.0,4893.5
2020-11-10,172.92,414.55,1188.2,4884.5,20626.0,236.1,16432.5,192.42,36.72,501.0,4696.0,79.24,1714.7,4945.0
2020-11-11,170.53,419.35,1193.0,4945.0,20510.0,244.2,15880.0,194.44,36.575,508.2,4724.8,79.67,1700.7,4780.0
2020-11-12,172.91,412.3,1198.0,4853.0,20448.0,242.08,16033.0,193.48,35.85,499.8,4718.8,79.52,1713.7,4910.0
2020-11-13,180.3,419.35,1240.8,4879.0,20486.0,242.99,16295.5,197.72,35.785,505.1,4799.0,81.2,1732.1,4932.0
2020-11-16,185.32,430.95,1253.0,4932.5,20780.0,247.99,16035.0,202.58,37.77,510.9,4735.2,86.4,1718.0,4982.0
2020-11-17,182.9,438.85,1248.2,4864.0,20602.0,245.7,15790.5,196.06,37.015,506.0,4680.0,86.3,1696.2,4891.5
2020-11-18,185.0,452.9,1261.4,4890.0,20720.0,242.71,15770.5,192.6,36.93,511.2,4691.2,88.9,1705.3,4980.0
2020-11-19,184.16,451.85,1246.8,4916.0,20660.0,240.27,15490.0,191.0,36.735,508.3,4742.6,89.54,1694.0,5012.5
2020-11-20,183.21,464.8,1264.0,4948.5,20734.0,239.42,15410.0,191.34,36.44,511.0,4745.6,88.38,1694.6,4933.0
2020-11-23,184.15,469.6,1257.2,5026.5,21028.0,239.7,14785.0,190.34,36.99,520.3,4687.6,86.93,1645.8,4945.0
2020-11-24,186.76,472.2,1269.6,5179.5,21578.0,247.33,14630.0,193.44,37.07,524.8,4935.8,85.74,1607.2,4910.0
2020-11-25,188.03,473.3,1267.6,5392.5,21460.0,251.91,14570.0,194.46,37.475,537.1,4946.0,87.69,1587.8,4891.5
