TRADEDATE,GAZP,ROSN,NVTK,LKOH,GMKN,SBER,PLZL,NLMK,SNGS,TATN,YNDX,ALRS,POLY,MGNT
2019-04-24,160.57,441.3,1148.0,5760.0,14316.0,236.0,4965.0,170.38,24.605,743.5,2410.6,95.58,665.0,3639.5
2019-04-25,159.31,436.0,1187.0,5648.5,14470.0,227.8,4957.0,170.32,24.81,738.2,2407.6,95.2,665.7,3649.5
2019-04-26,161.0,434.45,1218.4,5588.0,14720.0,223.18,5060.0,174.4,24.825,767.3,2389.0,94.0,673.9,3590.0
2019-04-29,163.93,433.7,1205.2,5552.0,14490.0,228.8,5052.5,170.96,24.71,754.9,2406.0,94.49,666.0,3630.5
2019-04-30,163.95,428.8,1205.2,5511.0,14342.0,225.17,5037.5,171.1,24.565,757.5,2391.0,94.23,678.4,3720.0
2019-05-02,165.71,423.25,1207.2,5551.0,14280.0,229.1,5040.0,175.08,24.555,754.1,2413.0,95.34,672.0,3746.0
2019-05-03,166.31,423.55,1199.8,5453.0,14238.0,232.52,5050.0,169.5,24.985,765.5,2414.0,95.6,684.0,3795.0
2019-05-06,165.45,425.0,1199.8,5478.0,14400.0,232.8,5055.0,170.36,24.91,765.3,2407.0,95.2,685.0,3758.5
2019-05-07,164.21,422.0,1205.8,5405.5,14152.0,231.49,5033.0,171.0,24.915,750.5,2388.6,95.62,688.0,3781.0
2019-05-08,163.57,420.4,1203.0,5331.0,14108.0,230.0,5019.0,168.64,24.6,723.2,2379.0,96.5,659.3,3815.0
2019-05-10,163.61,413.75,1200.0,5290.0,13922.0,227.0,4990.0,162.58,24.2,705.1,2340.0,95.52,657.3,3710.0
2019-05-13,163.0,417.2,1210.0,5350.0,13970.0,224.22,5001.0,159.5,24.14,690.9,2286.6,94.48,655.5,3730.0
2019-05-14,189.67,420.95,1190.0,5188.5,13954.0,227.88,5018.0,158.68,24.15,706.4,2299.0,93.0,674.7,3795.0
2019-05-15,195.61,413.7,1186.0,5000.0,13800.0,228.69,4950.0,158.52,24.14,693.3,2312.0,92.78,674.8,3728.5
2019-05-16,202.7,412.0,1204.6,5200.0,13560.0,228.19,4930.0,158.58,24.18,675.9,2392.0,92.47,669.7,3700.0
2019-05-17,198.89,413.0,1198.6,5260.0,13590.0,226.94,4844.5,156.42,24.105,679.4,2425.0,91.89,675.0,3700.0
2019-05-20,200.8,408.2,1220.2,5172.5,13358.0,226.0,4773.0,157.78,24.15,681.1,2407.8,90.78,675.0,3659.0
2019-05-21,207.8,415.95,1245.0,5300.0,13548.0,232.71,4833.0,161.2,24.26,706.7,2392.4,89.65,679.4,3619.0
2019-05-22,208.1,414.0,1297.0,5317.5,13782.0,235.86,4906.0,162.5,24.2,720.0,2424.8,88.93,678.4,3616.0
2019-05-23,208.86,417.05,1302.0,5275.0,13520.0,229.3,4972.0,160.6,24.18,708.0,2365.0,89.78,680.2,3552.0
2019-05-24,204.5,423.0,1291.4,5240.0,13602.0,234.45,4985.0,164.0,24.365,696.8,2383.4,90.13,682.1,3565.0
2019-05-27,206.2,425.4,1317.2,5220.0,13710.0,236.0,4985.5,164.86,24.37,695.3,2404.6,90.19,682.9,3615.0
2019-05-28,203.13,431.8,1306.0,5100.0,13640.0,233.19,4970.0,171.5,24.46,702.8,2280.2,89.37,680.0,3630.0
2019-05-29,207.14,437.0,1307.4,5240.0,13708.0,233.4,5053.0,170.78,24.73,725.9,2350.2,88.05,682.0,3670.0
2019-05-30,213.1,439.0,1308.0,5230.0,13700.0,232.75,5075.0,172.88,24.99,754.1,2379.6,87.79,681.6,3673.5
2019-05-31,215.1,433.0,1323.0,5268.5,13718.0,233.24,5170.5,172.32,24.94,748.5,2336.6,88.15,700.5,3738.5
2019-06-03,235.51,438.9,1321.0,5254.5,13770.0,239.95,5244.0,173.0,25.115,759.9,2319.0,88.62,712.4,3850.0
2019-06-04,230.16,435.0,1296.0,5170.0,13796.0,236.0,5269.5,172.24,25.07,766.9,2341.0,89.78,720.8,3860.0
2019-06-05,230.01,426.2,1279.0,5103.0,13772.0,239.0,5323.0,170.54,25.205,755.7,2361.0,89.0,723.3,3853.0
2019-06-06,231.45,422.9,1293.0,5156.5,13850.0,244.89,5326.0,173.66,25.26,758.6,2389.0,89.15,726.8,3839.5
2019-06-07,230.5,419.55,1295.2,5133.0,13802.0,248.28,5460.0,172.52,25.2,753.6,2418.6,88.8,729.2,3820.0
2019-06-10,232.1,422.0,1298.4,5181.0,13852.0,249.0,5485.0,173.22,25.08,759.4,2435.0,89.18,720.3,3797.0
2019-06-11,234.86,422.9,1320.0,5237.0,14304.0,235.89,5576.0,178.02,25.39,777.4,2494.8,88.91,726.0,3781.0
2019-06-13,234.44,422.0,1308.0,5210.5,14676.0,240.49,5580.0,182.0,25.08,770.0,2492.0,86.5,728.7,3650.0
2019-06-14,231.51,408.0,1305.4,5178.5,14602.0,238.8,5721.0,183.2,25.175,765.0,2465.0,85.1,726.3,3650.0
2019-06-17,229.81,408.1,1307.0,5190.0,14506.0,237.8,5600.0,182.0,25.15,759.7,2455.8,86.93,719.2,3740.0
2019-06-18,232.13,411.7,1309.8,5230.0,14750.0,241.8,5646.0,175.54,25.28,775.0,2480.2,88.31,729.0,3741.0
2019-06-19,232.46,409.25,1275.4,5245.0,14868.0,240.4,5560.0,173.16,25.41,771.9,2470.2,90.08,730.0,3759.5
2019-06-20,232.52,419.75,1309.8,5320.0,14224.0,244.1,5638.5,171.38,25.94,789.4,2492.8,90.19,747.5,3805.5
2019-06-21,229.09,419.1,1320.0,5338.0,14180.0,238.02,5805.5,171.7,25.825,776.8,2468.4,90.11,752.7,3753.0
2019-06-24,232.38,416.45,1293.2,5270.0,14272.0,239.09,5931.0,168.0,26.0,769.8,2452.6,89.6,769.5,3718.5
2019-06-25,232.09,412.15,1294.0,5309.5,14060.0,236.7,5931.0,170.96,25.92,763.5,2424.6,88.93,789.7,3690.0
2019-06-26,233.1,415.9,1306.0,5358.5,14148.0,240.59,5896.0,167.0,26.285,770.0,2391.6,89.0,794.5,3865.0
2019-06-27,232.6,415.1,1330.4,5380.0,14168.0,240.5,5836.0,170.5,26.32,773.3,2410.0,87.34,797.5,3791.0
2019-06-28,232.83,414.5,1337.4,5305.0,14308.0,238.55,5828.0,159.7,26.34,774.9,2405.4,86.04,802.8,3735.0
2019-07-01,245.5,417.8,1305.2,5378.5,14236.0,242.98,5695.0,159.0,26.37,768.0,2482.4,85.5,782.0,3729.5
2019-07-02,246.65,417.0,1305.4,5372.0,14420.0,241.2,5848.0,160.38,26.735,769.4,2491.2,85.18,806.0,3769.0
2019-07-03,251.6,420.0,1299.2,5345.5,14432.0,241.51,6029.0,157.68,26.8,780.0,2505.4,84.32,812.6,3785.0
2019-07-04,255.35,422.55,1310.0,5464.5,14280.0,242.82,6108.5,157.3,26.85,760.5,2494.8,87.0,814.7,3833.0
2019-07-05,250.89,418.65,1308.4,5460.0,14450.0,242.83,6200.0,156.82,26.8,762.7,2481.4,86.9,819.4,3832.5
2019-07-08,248.51,419.25,1309.2,5357.5,14366.0,243.3,6225.0,158.52,26.92,760.9,2465.0,87.1,827.0,3935.0
2019-07-09,250.17,420.95,1322.0,5374.0,14292.0,242.74,6209.0,157.6,27.2,753.6,2478.0,86.0,799.7,3930.0
2019-07-10,250.21,423.25,1320.0,5365.0,14270.0,243.76,6293.0,155.64,27.145,748.0,2500.2,84.63,769.6,3911.0
2019-07-11,247.2,418.4,1317.0,5270.0,14146.0,241.3,6225.0,152.5,26.705,741.3,2495.0,82.52,768.9,3860.0
2019-07-12,245.5,419.25,1288.8,5263.0,14194.0,237.02,6316.0,151.92,26.79,726.9,2573.0,79.5,768.0,3863.5
2019-07-15,240.3,418.4,1274.2,5178.5,14266.0,235.27,6300.0,154.1,26.57,717.5,2546.4,80.12,773.0,3878.5
2019-07-16,238.01,420.4,1280.0,5190.5,14440.0,234.75,6371.5,156.0,26.83,730.0,2542.6,79.96,775.7,3867.0
2019-07-17,220.19,421.1,1309.8,5206.0,14480.0,234.63,6385.0,156.38,26.405,741.0,2509.2,79.6,777.0,3869.5
2019-07-18,218.3,417.0,1290.4,5166.0,14770.0,234.78,6413.0,155.96,26.265,738.0,2489.8,79.46,779.1,3845.5
2019-07-19,216.0,420.45,1292.2,5200.5,14902.0,232.85,6472.0,155.54,26.385,744.0,2518.0,78.7,785.1,3820.0
2019-07-22,217.12,420.45,1297.0,5165.5,14652.0,230.35,6476.0,155.7,25.995,733.6,2486.0,78.13,790.0,3751.0
2019-07-23,217.39,428.0,1297.2,5202.5,14668.0,232.48,6400.0,156.14,26.63,747.9,2482.8,79.25,783.0,3807.0
2019-07-24,212.0,427.6,1307.0,5134.5,14648.0,230.65,6416.0,154.48,26.63,741.3,2507.0,80.76,794.0,3800.0
2019-07-25,219.0,428.95,1322.4,5096.5,14590.0,232.9,6490.0,154.18,26.6,740.5,2461.6,81.3,803.0,3793.5
2019-07-26,234.23,423.5,1336.8,5075.0,14392.0,230.55,6412.5,151.8,26.105,734.6,2520.0,81.89,787.0,3780.0
2019-07-29,236.73,421.9,1339.4,5094.5,14416.0,232.8,6467.5,151.48,26.725,738.1,2441.0,82.0,779.6,3784.5
2019-07-30,237.1,420.45,1325.0,5105.0,14510.0,236.0,6500.0,150.48,26.91,737.5,2480.4,81.62,779.2,3782.5
2019-07-31,236.9,421.95,1319.6,5226.5,14646.0,233.49,6460.0,150.9,27.06,743.2,2490.0,81.5,770.3,3785.0
2019-08-01,234.28,419.4,1328.0,5220.5,14448.0,229.5,6431.0,149.82,27.08,755.0,2550.6,80.53,764.2,3759.0
2019-08-02,227.91,411.75,1294.0,5130.0,14320.0,220.81,6510.0,147.22,26.81,732.2,2470.0,79.0,782.4,3690.0
2019-08-05,223.61,406.3,1288.2,5139.0,14192.0,222.24,6844.5,145.54,26.335,716.4,2369.6,77.75,785.3,3581.0
2019-08-06,226.76,412.0,1303.2,5234.5,14482.0,226.01,6791.5,144.8,26.0,740.0,2413.0,77.51,805.3,3594.0
2019-08-07,227.67,406.55,1304.8,5210.0,14700.0,222.25,6944.0,144.88,26.07,727.8,2428.8,77.17,832.8,3532.5
2019-08-08,231.21,406.6,1318.0,5268.0,15084.0,223.93,6897.5,144.58,26.1,738.7,2413.2,75.5,829.2,3582.5
2019-08-09,229.96,404.6,1288.6,5287.0,14800.0,220.67,7010.0,142.46,26.245,737.3,2405.0,75.0,835.4,3545.0
2019-08-12,230.24,402.4,1273.0,5320.0,15024.0,222.3,7090.0,143.5,26.645,738.6,2410.0,75.11,853.1,3559.0
2019-08-13,229.87,405.3,1278.4,5276.0,14858.0,223.18,7024.0,141.8,26.595,729.0,2428.0,72.73,832.0,3585.5
2019-08-14,227.1,400.15,1255.8,5106.5,14804.0,217.11,7194.0,141.38,26.1,709.4,2374.0,70.7,850.0,3605.0
2019-08-15,227.15,404.25,1237.8,5023.5,14924.0,214.59,7254.0,139.34,25.8,702.5,2365.4,71.15,864.0,3586.0
2019-08-16,224.71,404.75,1250.0,5000.0,14652.0,215.05,7130.0,138.3,25.8,705.0,2394.0,71.65,864.0,3601.0
2019-08-19,226.8,404.0,1248.0,5240.0,14758.0,217.4,7200.0,139.9,25.875,712.8,2424.0,71.75,872.0,3633.0
2019-08-20,231.54,407.9,1275.6,5326.5,15150.0,216.0,7314.0,140.0,26.055,721.1,2438.4,70.55,889.7,3584.0
2019-08-21,231.22,410.4,1276.2,5278.0,15120.0,218.62,7244.0,141.24,25.845,718.6,2421.2,71.11,880.1,3571.0
2019-08-22,232.06,406.0,1280.8,5275.0,15460.0,219.5,7236.0,140.76,25.55,717.6,2399.0,71.1,886.0,3535.0
2019-08-23,229.35,405.6,1272.6,5183.5,15382.0,219.5,7280.0,142.4,25.625,718.1,2391.0,71.4,895.0,3520.5
2019-08-26,228.9,405.7,1284.0,5115.0,15340.0,218.5,7485.0,142.14,25.515,716.9,2394.4,71.1,915.0,3529.5
2019-08-27,227.0,406.5,1258.8,5086.5,15386.0,217.89,7574.0,143.26,26.095,720.0,2429.8,71.81,969.6,3525.5
2019-08-28,228.48,404.8,1275.0,5195.0,15430.0,218.3,7510.0,143.56,26.275,717.9,2434.0,73.02,970.0,3543.5
2019-08-29,233.2,406.25,1282.4,5356.0,15558.0,221.5,7524.0,146.3,26.54,723.6,2441.0,73.1,961.9,3580.0
2019-08-30,232.15,406.95,1288.0,5379.5,16088.0,224.2,7665.0,148.84,27.45,743.1,2462.8,74.26,964.7,3690.0
2019-09-02,233.67,412.0,1306.0,5475.0,16500.0,226.68,7600.0,147.7,30.825,747.7,2469.8,74.35,949.0,3656.0
2019-09-03,231.02,410.4,1320.0,5419.0,16340.0,224.0,7618.5,144.0,35.5,746.0,2487.0,75.02,971.6,3624.0
2019-09-04,233.71,414.65,1318.8,5450.0,16500.0,227.1,7573.5,144.0,35.395,740.0,2487.0,74.6,971.6,3608.0
2019-09-05,236.18,418.3,1321.0,5524.5,16390.0,230.79,7400.0,145.44,33.65,743.7,2509.2,75.98,948.9,3599.5
2019-09-06,234.49,422.9,1312.0,5526.5,16198.0,229.02,7470.0,146.66,33.45,753.0,2503.6,75.4,939.0,3574.5
2019-09-09,234.85,423.9,1292.0,5500.0,15940.0,229.0,7383.0,149.0,33.06,752.8,2466.0,75.3,926.7,3550.0
2019-09-10,233.0,418.0,1279.0,5476.0,15944.0,233.3,7301.0,148.98,33.59,746.7,2450.2,75.2,922.0,3575.0
2019-09-11,235.07,416.1,1303.6,5540.0,16004.0,234.72,7440.0,149.96,36.0,749.0,2466.2,75.2,937.0,3585.0
2019-09-12,232.88,412.05,1274.0,5429.5,15950.0,234.57,7500.0,147.76,36.395,738.6,2457.0,76.22,940.1,3625.0
2019-09-13,232.5,410.05,1269.0,5377.5,15650.0,233.0,7457.5,148.46,37.38,733.3,2453.0,76.2,916.0,3620.0
2019-09-16,234.88,429.7,1317.0,5559.0,15846.0,235.32,7636.0,148.9,37.7,759.9,2447.6,77.8,908.0,3633.0
2019-09-17,233.58,428.1,1326.0,5472.5,15830.0,235.89,7734.0,149.18,36.455,756.1,2438.4,77.05,918.5,3650.0
2019-09-18,233.46,426.0,1325.6,5467.0,16100.0,235.3,7784.5,146.96,35.505,753.0,2432.0,77.7,925.0,3671.5
2019-09-19,230.52,427.0,1314.2,5391.0,15954.0,234.98,7731.0,144.68,35.7,741.9,2407.4,75.9,911.5,3620.0
2019-09-20,230.41,428.3,1337.4,5489.0,16128.0,232.0,7770.0,144.7,35.495,748.7,2350.2,74.28,919.6,3630.0
2019-09-23,230.36,428.75,1357.6,5420.0,16308.0,229.7,7640.0,142.4,35.6,743.4,2342.2,73.4,919.4,3630.0
2019-09-24,227.7,425.5,1335.0,5337.5,16096.0,227.5,7720.5,142.68,34.95,734.3,2301.4,72.36,927.9,3562.0
2019-09-25,228.43,424.5,1350.0,5343.5,16272.0,228.09,7778.5,141.08,34.545,740.0,2322.4,72.97,932.0,3539.5
2019-09-26,231.97,422.55,1367.0,5387.5,16388.0,229.09,7775.0,141.68,34.715,704.9,2319.6,73.27,938.0,3587.0
2019-09-27,229.01,422.5,1339.6,5405.0,16468.0,228.05,7561.5,141.98,34.835,697.5,2315.8,72.89,910.3,3559.5
2019-09-30,225.9,419.3,1312.4,5387.5,16686.0,227.71,7545.0,142.22,35.4,687.4,2263.4,74.5,912.7,3558.0
2019-10-01,226.49,420.65,1319.0,5530.0,16720.0,226.49,7549.0,140.6,35.995,694.9,2287.0,74.35,910.0,3540.5
2019-10-02,223.6,417.55,1294.0,5410.0,16670.0,223.5,7452.0,136.5,35.05,688.8,2250.0,75.08,910.9,3504.0
2019-10-03,223.1,413.1,1290.0,5362.5,16602.0,224.08,7477.5,134.0,35.585,676.3,2265.0,75.34,904.9,3427.0
2019-10-04,221.66,415.0,1291.6,5335.0,15894.0,222.76,7525.0,131.88,35.225,681.5,2274.4,74.1,904.2,3379.5
2019-10-07,226.36,418.5,1306.8,5367.0,16048.0,227.55,7515.0,131.42,36.0,691.5,2284.2,72.25,912.5,3355.0
2019-10-08,223.2,419.5,1314.0,5320.0,16030.0,226.03,7680.0,131.58,36.09,688.5,2295.2,71.8,938.4,3292.5
2019-10-09,223.18,421.15,1299.2,5304.0,16104.0,227.7,7575.5,128.0,36.435,690.5,2312.0,72.57,929.0,3321.5
2019-10-10,224.5,409.0,1324.0,5318.5,16140.0,228.5,7530.5,130.94,36.54,698.4,2327.0,73.2,919.1,3277.0
2019-10-11,227.37,411.65,1334.2,5425.0,16078.0,230.31,7260.0,130.04,36.725,709.7,1898.0,70.6,925.8,3211.5
2019-10-14,226.0,413.4,1325.4,5450.0,15940.0,228.4,7159.0,129.06,36.25,700.0,1975.6,68.88,935.0,3136.5
2019-10-15,226.0,411.65,1337.0,5601.5,16022.0,229.4,7111.0,125.52,35.96,700.8,1986.6,69.9,937.0,3215.0
2019-10-16,227.7,414.95,1360.0,5710.0,16156.0,231.0,7286.5,128.56,36.725,708.9,1957.2,72.39,947.9,3254.5
2019-10-17,228.0,417.65,1352.0,5715.0,16170.0,233.5,7210.0,129.4,36.2,707.3,1927.0,73.89,960.7,3239.5
2019-10-18,228.0,415.0,1336.8,5720.0,16250.0,235.55,7400.0,128.8,36.17,706.8,1934.0,73.6,967.5,3215.0
2019-10-21,228.54,413.75,1330.6,5768.0,16306.0,234.94,7213.0,126.6,36.04,721.9,2061.0,73.35,978.9,3175.0
2019-10-22,235.36,417.4,1348.0,5860.5,16462.0,239.77,7130.0,126.62,36.725,738.0,2054.6,72.34,975.8,3230.0
2019-10-23,236.2,420.0,1340.0,5976.0,16544.0,239.57,7160.0,126.0,40.17,749.9,2046.6,71.69,979.8,3214.0
2019-10-24,243.94,420.5,1359.8,6150.0,17130.0,242.78,7276.5,125.0,43.55,759.9,2090.2,71.0,1013.5,3231.0
2019-10-25,246.71,421.35,1343.0,6117.5,17200.0,240.0,7259.0,123.42,46.58,749.6,2064.0,70.05,998.6,3182.0
2019-10-28,244.4,421.4,1342.0,5916.0,17714.0,237.03,7301.0,124.46,44.6,749.9,2118.4,70.68,1001.9,3168.0
2019-10-29,253.1,429.2,1359.4,5820.0,17948.0,240.11,7297.0,129.2,44.55,752.0,2134.4,71.67,1014.8,3211.0
2019-10-30,261.6,432.65,1365.0,5850.0,18192.0,239.51,7354.0,127.5,43.4,759.8,2156.0,74.64,1031.5,3201.5
2019-10-31,260.0,426.0,1360.0,5919.5,17888.0,234.89,7469.0,125.04,43.0,748.2,2125.8,74.51,1052.0,3232.0
2019-11-01,263.79,434.4,1364.0,6021.0,18186.0,236.4,7400.0,126.14,46.255,755.4,2138.0,75.47,1045.4,3273.5
2019-11-05,263.0,451.4,1374.4,6008.0,18140.0,238.53,7377.0,129.02,46.115,773.0,2171.4,74.48,1018.6,3346.5
2019-11-06,266.98,454.5,1373.6,6140.0,18304.0,239.02,7616.0,131.2,46.22,787.0,2191.0,75.5,1035.1,3350.0
2019-11-07,270.74,463.5,1380.0,6133.5,18706.0,242.5,7415.0,133.22,47.29,797.9,2187.8,76.28,999.1,3360.0
2019-11-08,266.0,454.25,1363.0,6040.0,18520.0,240.17,7195.0,131.04,46.655,782.2,2184.8,76.16,988.0,3303.0
2019-11-11,260.4,453.0,1349.0,6048.0,18112.0,241.5,7185.0,128.94,48.545,778.8,2179.6,75.77,965.0,3305.0
2019-11-12,257.25,461.05,1352.2,6033.0,17642.0,239.87,7047.5,129.3,47.935,777.4,2184.0,77.2,960.5,3320.5
2019-11-13,251.8,459.5,1351.0,6050.0,17422.0,237.21,7137.0,129.2,47.79,772.7,2173.8,77.4,987.1,3333.0
2019-11-14,248.34,457.3,1331.6,6084.5,17426.0,237.5,7093.0,125.94,47.3,773.9,2186.4,77.22,974.9,3317.0
2019-11-15,248.01,458.0,1334.4,6161.0,17680.0,240.0,7084.0,126.64,46.45,764.0,2267.0,77.63,964.9,3305.5
2019-11-18,246.15,451.0,1309.8,6077.0,17358.0,237.45,7052.5,126.72,46.33,753.8,2525.2,75.7,982.3,3294.5
2019-11-19,248.01,452.55,1314.2,6090.0,17592.0,239.25,6983.5,128.58,46.8,760.0,2510.0,76.22,971.3,3334.0
2019-11-20,248.0,450.35,1305.0,6084.5,17646.0,237.78,7040.5,128.26,46.47,760.0,2514.4,76.46,966.4,3314.0
2019-11-21,254.35,452.85,1302.8,6087.5,17658.0,237.15,6832.0,126.48,45.875,759.0,2549.0,77.18,953.5,3270.0
2019-11-22,251.99,453.0,1309.4,6120.0,17476.0,238.13,6927.5,127.82,46.73,761.2,2566.2,77.58,954.6,3261.0
2019-11-25,255.2,455.0,1308.8,6103.0,17344.0,237.98,6792.0,130.9,46.185,760.0,2629.0,77.7,952.0,3240.0
2019-11-26,254.0,453.0,1280.0,6060.0,17240.0,235.0,6728.5,128.18,45.0,747.1,2635.8,77.53,953.5,3241.5
2019-11-27,253.89,445.9,1269.0,6065.0,17212.0,234.22,6822.0,127.8,44.51,749.0,2668.0,77.11,965.0,3245.5
2019-11-28,254.0,445.5,1272.8,6120.0,17172.0,235.2,6840.5,128.3,43.645,747.8,2624.6,76.95,960.0,3259.5
2019-11-29,257.54,441.0,1267.6,6137.5,17046.0,233.98,6891.0,129.42,44.1,740.4,2693.0,77.9,965.8,3283.0
2019-12-02,254.05,435.45,1258.4,6159.5,17094.0,233.77,6885.0,131.52,43.27,747.9,2620.6,77.38,974.9,3253.5
2019-12-03,247.93,433.0,1250.0,6040.0,17304.0,230.66,6996.0,128.04,42.54,734.2,2599.0,75.8,994.9,3180.0
2019-12-04,248.93,442.15,1271.0,6073.0,17246.0,231.59,6933.5,128.86,43.7,740.9,2607.4,76.31,1003.9,3195.5
2019-12-05,246.36,438.4,1251.4,6121.5,17622.0,231.71,6894.0,131.8,43.2,745.0,2568.4,76.0,1011.0,3199.0
2019-12-06,247.83,446.0,1255.0,6220.0,18048.0,235.14,6758.0,133.0,43.345,752.3,2570.4,77.04,1003.6,3207.0
2019-12-09,248.7,449.0,1262.6,6182.0,18420.0,237.04,6792.0,132.84,43.93,759.2,2584.0,79.6,1000.9,3231.5
2019-12-10,246.9,448.85,1248.8,6095.0,18478.0,237.91,6842.5,132.8,43.39,751.0,2588.0,81.15,980.0,3234.0
2019-12-11,247.34,451.7,1245.6,6110.0,18678.0,240.32,7142.5,133.9,45.035,762.4,2595.0,81.06,999.5,3230.5
2019-12-12,250.48,452.8,1256.0,6136.0,18928.0,241.05,7095.0,135.46,48.2,780.6,2628.0,80.5,996.0,3235.0
2019-12-13,249.5,451.1,1259.6,6168.0,19474.0,241.21,6987.0,137.9,47.505,793.2,2662.8,80.8,975.7,3265.5
2019-12-16,250.78,448.45,1284.0,6190.0,19722.0,241.45,7000.0,139.16,48.025,788.8,2690.0,80.66,976.8,3265.5
2019-12-17,252.05,454.05,1279.2,6226.0,19504.0,241.6,6941.0,139.4,48.305,791.2,2660.0,81.74,970.2,3272.5
2019-12-18,251.29,454.45,1288.8,6250.5,19626.0,246.2,6959.0,139.9,48.42,791.5,2625.0,81.84,967.1,3271.0
2019-12-19,251.4,451.75,1294.4,6079.0,19796.0,244.0,6855.0,141.38,48.15,788.0,2623.2,84.52,948.0,3276.0
2019-12-20,255.5,451.75,1292.4,6079.5,19776.0,244.71,6771.5,142.46,48.115,780.8,2680.0,85.31,934.6,3297.0
2019-12-23,255.0,451.0,1274.4,6082.0,19676.0,248.8,6868.0,142.54,51.655,788.9,2699.8,84.36,943.5,3340.0
2019-12-24,254.87,451.4,1263.6,6080.5,19630.0,248.67,6940.5,141.96,52.2,781.5,2688.0,83.34,943.8,3371.5
2019-12-25,253.25,454.0,1268.4,6081.0,19890.0,248.04,6976.5,141.8,51.205,784.5,2687.0,83.8,944.5,3416.0
2019-12-26,254.1,452.5,1269.0,6085.0,19220.0,248.24,7140.0,143.02,51.15,789.0,2713.0,83.81,955.3,3449.0
2019-12-27,257.11,453.5,1268.8,6150.0,19292.0,252.06,7145.0,143.42,50.855,770.0,2736.0,84.49,966.9,3428.0
2019-12-30,256.4,449.7,1262.0,6169.0,19102.0,254.75,7103.5,143.72,50.47,759.7,2697.0,84.32,971.0,3425.0
2020-01-03,259.0,456.9,1264.0,6294.0,19448.0,255.0,7286.0,144.5,51.375,776.7,2685.0,85.33,989.3,3445.5
2020-01-06,256.55,455.6,1271.0,6382.0,19588.0,253.9,7421.5,141.94,52.2,776.0,2672.0,85.24,1002.9,3416.0
2020-01-08,255.79,452.0,1325.4,6496.5,19850.0,259.15,7468.0,139.5,52.0,788.0,2677.0,85.45,974.1,3427.0
2020-01-09,254.07,460.2,1339.4,6430.0,19838.0,257.99,7326.0,141.96,53.645,806.7,2728.4,87.78,968.9,3348.0
2020-01-10,251.9,473.5,1306.8,6490.0,19878.0,258.19,7220.0,143.62,54.0,801.0,2725.0,89.3,981.0,3319.5
2020-01-13,251.5,481.15,1305.6,6530.0,20362.0,262.4,7357.5,146.84,53.805,806.0,2703.4,91.89,991.2,3345.0
2020-01-14,250.0,475.5,1259.0,6520.5,20000.0,259.05,7391.0,146.92,53.9,811.6,2685.0,90.02,991.7,3339.0
2020-01-15,251.3,474.5,1260.0,6552.5,20396.0,256.31,7421.5,146.5,53.09,807.0,2690.0,90.37,1001.2,3440.0
2020-01-16,254.26,480.95,1264.0,6590.0,20900.0,257.51,7379.0,147.58,53.07,808.9,2719.8,88.96,996.4,3625.0
2020-01-17,255.39,485.15,1255.4,6685.0,21524.0,262.5,7360.0,150.2,53.775,809.6,2772.8,91.85,1005.3,3623.0
2020-01-20,253.5,484.85,1243.0,6717.0,21850.0,266.28,7385.0,148.78,54.17,830.0,2800.0,90.99,1006.0,3855.0
2020-01-21,252.99,486.15,1242.0,6708.5,21450.0,268.06,7374.5,147.36,52.04,825.0,2770.0,90.87,1016.1,3840.0
2020-01-22,248.1,478.15,1196.8,6655.5,21310.0,266.54,7380.0,144.04,49.5,818.0,2790.0,91.49,1024.0,3750.0
2020-01-23,239.3,473.1,1212.4,6590.0,21146.0,263.73,7377.5,144.2,47.8,800.0,2820.2,90.02,1028.4,3702.5
2020-01-24,237.95,474.0,1202.0,6620.0,21188.0,265.49,7448.5,145.0,48.08,795.7,2798.0,90.49,1029.0,3796.0
2020-01-27,230.96,468.3,1176.6,6545.0,21100.0,255.32,7857.0,143.16,46.5,779.8,2780.0,87.0,1044.9,3708.5
2020-01-28,235.0,477.7,1168.2,6650.0,21282.0,257.7,7775.0,144.12,47.395,779.0,2799.8,85.53,1023.5,3751.0
2020-01-29,232.0,481.7,1199.0,6633.0,21230.0,259.94,7752.0,144.2,47.935,780.0,2890.0,85.5,1017.8,3819.5
2020-01-30,231.53,481.2,1193.6,6443.5,20880.0,257.31,7819.5,143.82,47.9,777.0,2888.0,82.82,1050.6,3830.0
2020-01-31,226.7,480.5,1155.6,6550.5,20800.0,252.2,7814.5,138.0,46.045,761.0,2873.4,80.2,1082.2,3727.0
2020-02-03,227.64,479.95,1140.0,6594.5,20410.0,253.99,7698.0,135.98,44.455,751.6,2880.6,81.45,1042.5,3720.5
2020-02-04,230.5,480.0,1143.6,6500.0,20898.0,255.4,7529.0,138.42,46.705,764.3,2990.0,82.7,1006.9,3750.0
2020-02-05,232.56,477.0,1153.8,6550.5,21316.0,255.2,7481.0,138.82,46.875,765.3,3008.2,84.39,1002.8,3783.5
2020-02-06,231.38,475.6,1097.6,6506.5,21240.0,252.11,7562.0,139.44,46.965,762.9,3048.2,83.71,1032.0,3713.0
2020-02-07,229.11,463.6,1072.0,6450.5,21200.0,254.3,7765.5,139.98,46.125,752.0,3103.8,84.53,1056.7,3640.0
2020-02-10,225.2,450.0,1047.2,6410.0,21442.0,252.26,7915.5,137.58,46.22,741.0,3087.2,82.05,1067.1,3564.5
