TRADEDATE,GAZP,SBER,SBERP,LKOH,GMKN,YNDX,NVTK,TATN,TATNP,ROSN,SNGS,SNGSP,MGNT,FIVE,MTSS,POLY,ALRS,CHMF,PLZL,IRAO,NLMK,VTBR,MOEX,PHOR,TRNFP,MAGN,RTKM,RUAL,AFLT,PIKK,HYDR,FEES,AFKS,LSRG,CBOM,UPRO,DSKY,LNTA,SFIN,RNFT,MVID
2017-12-13,135.56,221.8,188.84,3458.0,10512.0,1938.0,690.0,503.0,390.0,298.85,29.095,29.235,6400.0,,250.85,660.1,73.1,898.3,4291.0,3.6095,144.3,0.0501,118.0,2564.0,181000.0,44.7,64.5,36.97,137.0,308.4,0.8219,0.16145,10.22,762.5,4.28,2.623,94.7,346.5,,569.8,398.0
2017-12-14,135.91,229.9,193.23,3453.5,10669.0,1919.0,686.0,492.8,383.1,300.7,29.3,29.19,6490.0,,256.2,673.9,75.5,899.6,4520.0,3.619,142.74,0.0504,121.12,2561.0,180900.0,44.89,64.1,38.9,141.8,310.2,0.8248,0.1618,10.3,756.0,4.265,2.65,92.0,350.0,,533.4,407.0
2017-12-15,135.5,226.53,190.0,3420.0,10595.0,1895.0,698.0,487.55,395.0,299.65,28.915,29.89,6411.0,,266.0,678.9,74.94,901.4,4665.0,3.5925,141.95,0.05,120.81,2553.0,178200.0,44.1,64.3,39.0,143.6,308.2,0.8247,0.16175,10.3,760.0,4.25,2.59,94.1,352.5,,516.1,417.0
2017-12-18,134.25,227.4,191.29,3395.5,10680.0,1892.0,688.6,503.0,392.6,296.5,28.815,29.65,6287.0,,263.0,685.4,75.4,891.6,4690.0,3.5755,141.8,0.04987,118.0,2542.0,176200.0,42.57,64.3,39.01,142.0,308.8,0.7966,0.161,9.0,759.0,4.234,2.61,91.5,343.5,,529.2,411.1
2017-12-19,133.96,224.1,190.67,3402.0,10653.0,1902.0,680.0,491.65,391.5,293.65,28.4,29.08,6254.0,,262.15,688.6,74.04,892.8,4643.0,3.489,141.55,0.0484,114.72,2564.0,176000.0,43.35,63.99,39.06,141.35,307.0,0.7518,0.1605,9.225,769.0,4.26,2.595,91.55,340.0,,527.6,396.1
2017-12-20,132.5,226.0,191.25,3373.0,10613.0,1873.5,665.1,477.3,390.0,293.3,28.035,28.745,6256.0,,260.6,695.0,75.01,877.8,4592.0,3.432,141.85,0.04591,111.75,2544.0,175900.0,43.165,64.0,38.36,138.0,305.3,0.7165,0.16335,9.415,760.5,4.23,2.588,89.7,339.5,,558.7,400.4
2017-12-21,131.7,223.6,189.5,3332.5,10531.0,1884.0,674.7,471.95,367.9,293.8,28.185,28.375,6290.0,,269.0,697.5,74.3,871.2,4463.0,3.357,145.75,0.04535,108.9,2500.0,176000.0,43.1,64.15,38.14,138.8,306.9,0.7328,0.16325,9.615,792.5,4.3,2.571,87.8,341.0,,570.9,404.0
2017-12-22,132.42,221.44,189.2,3347.0,10710.0,1832.0,684.4,481.6,368.0,293.75,28.235,28.49,6251.0,,271.4,692.0,75.2,876.9,4428.0,3.34,146.5,0.04655,110.1,2493.0,176500.0,42.185,64.02,39.0,138.8,307.1,0.7349,0.16655,11.32,817.5,4.31,2.565,91.75,337.0,,586.9,398.2
2017-12-25,131.96,223.3,189.82,3320.0,10655.0,1847.0,671.8,481.75,361.1,298.0,27.755,28.365,6237.0,,285.5,687.2,75.17,875.7,4363.0,3.4095,145.0,0.0473,110.0,2492.0,181000.0,42.2,63.78,39.06,138.85,306.0,0.7275,0.16595,13.75,822.5,4.414,2.56,95.95,338.0,,600.0,397.4
2017-12-26,131.2,223.57,190.0,3288.0,10629.0,1840.0,671.5,483.0,359.5,296.55,27.505,28.0,6244.0,,281.25,688.3,74.83,869.2,4394.0,3.3205,147.23,0.04685,109.01,2475.0,181950.0,41.665,63.74,39.45,139.0,309.9,0.722,0.1635,13.3,822.0,4.543,2.537,96.1,336.5,,603.5,394.9
2017-12-27,130.99,226.98,190.73,3283.5,10621.0,1865.0,679.5,482.4,369.8,295.45,27.66,28.105,6265.0,,280.5,710.0,75.0,889.9,4410.0,3.393,148.25,0.04745,109.07,2500.0,183000.0,41.97,63.6,40.0,138.5,319.4,0.725,0.1624,12.4,809.5,4.63,2.539,94.75,331.0,,605.8,393.5
2017-12-28,130.53,224.2,190.3,3317.0,10694.0,1883.5,676.0,477.95,369.9,289.85,28.09,28.12,6270.0,,279.9,703.6,75.08,889.6,4405.0,3.368,147.0,0.04696,109.39,2463.0,178500.0,42.5,63.55,40.79,139.0,324.9,0.727,0.16265,12.1,813.0,4.691,2.538,95.9,331.5,,610.0,408.0
2017-12-29,130.5,225.2,189.0,3334.5,10850.0,1894.0,677.7,478.8,365.0,291.5,27.89,28.145,6340.0,,276.0,706.6,75.06,887.4,4595.0,3.4,147.22,0.04732,108.97,2499.0,179900.0,41.86,63.9,40.55,138.45,326.5,0.7289,0.16205,12.09,826.5,4.742,2.529,95.95,336.0,,611.9,415.0
2018-01-03,132.2,231.9,197.3,3421.5,11302.0,1943.5,695.1,486.8,367.7,297.95,27.905,28.545,6485.0,,275.5,718.9,75.81,897.4,4466.0,3.393,149.0,0.0495,109.18,2510.0,179300.0,42.6,63.85,42.7,140.4,327.4,0.7405,0.16285,12.35,824.5,4.735,2.567,97.2,344.0,780.0,609.0,407.8
2018-01-04,135.89,238.8,203.03,3501.0,11585.0,1978.0,697.3,502.0,368.7,307.0,28.175,28.49,6629.0,,282.1,715.0,77.0,908.0,4478.0,3.568,153.0,0.05005,109.12,2497.0,182900.0,42.95,63.7,42.85,148.9,327.5,0.755,0.1636,12.385,820.0,4.741,2.554,99.2,356.5,789.0,595.0,405.1
2018-01-05,137.12,238.6,203.5,3569.5,11565.0,1942.5,701.0,500.9,371.8,311.95,28.22,28.48,6724.0,,281.35,720.0,76.9,920.0,4469.0,3.544,146.46,0.0502,108.25,2494.0,182500.0,43.485,63.5,42.65,147.3,327.8,0.7587,0.1639,12.39,825.5,4.705,2.568,99.2,361.0,776.5,605.1,405.6
2018-01-09,140.0,240.4,201.3,3628.5,11675.0,1963.0,695.4,511.3,380.2,315.1,28.32,28.6,6600.0,,283.05,702.1,76.79,939.3,4556.0,3.481,149.25,0.0508,109.06,2519.0,179500.0,44.0,64.22,41.72,150.5,323.0,0.7597,0.1648,12.715,828.0,4.717,2.6,98.5,353.0,770.0,591.4,411.0
2018-01-10,143.43,237.76,197.52,3641.0,11655.0,1972.0,685.4,510.3,382.0,317.75,28.475,28.625,6660.0,,284.45,711.0,76.7,949.0,4411.0,3.463,149.9,0.05051,113.4,2530.0,178750.0,44.605,64.02,41.84,149.3,322.4,0.7749,0.1646,12.7,818.0,4.705,2.594,99.25,356.0,780.0,582.0,404.0
2018-01-11,144.58,239.0,199.78,3687.5,11662.0,1963.0,687.4,508.95,391.7,325.0,28.4,28.76,6651.0,,293.0,709.1,76.85,955.9,4357.0,3.41,150.4,0.0505,115.3,2542.0,182700.0,45.25,64.57,41.21,148.3,325.8,0.7735,0.1654,12.7,840.0,4.72,2.595,99.55,358.0,770.5,594.6,408.9
2018-01-12,143.99,237.75,199.49,3908.0,11600.0,1955.0,679.2,515.55,391.6,324.35,28.8,28.97,6700.0,,294.3,709.2,76.37,968.6,4328.0,3.44,153.59,0.05096,113.49,2544.0,182000.0,45.35,64.35,41.31,145.6,317.0,0.7675,0.1646,12.65,861.0,4.732,2.58,99.85,354.0,779.0,582.6,405.4
2018-01-15,142.99,238.85,201.9,3876.5,11750.0,1970.0,690.4,518.15,389.5,319.95,28.845,29.145,6579.0,,294.7,715.9,76.42,963.7,4382.0,3.4515,152.5,0.05081,113.84,2538.0,180600.0,45.74,64.58,41.23,146.6,315.4,0.7699,0.16335,12.755,871.0,4.735,2.604,98.0,355.5,779.5,600.1,408.7
2018-01-16,145.29,239.64,200.82,3862.0,11375.0,1992.5,686.9,528.95,392.0,317.5,29.245,29.64,6400.0,,290.0,696.9,76.72,945.0,4487.0,3.458,150.88,0.0509,112.97,2539.0,182500.0,44.665,65.98,40.78,140.75,311.5,0.7618,0.1632,12.65,858.0,4.683,2.552,98.4,369.0,778.0,603.7,404.6
2018-01-17,148.7,239.82,201.34,3851.5,11498.0,2035.0,689.1,546.0,397.6,326.5,29.945,30.42,6400.0,,287.05,685.5,79.35,941.2,4659.0,3.449,151.7,0.05139,112.5,2540.0,182000.0,44.82,65.3,41.49,138.45,314.3,0.7847,0.1641,12.71,833.5,4.702,2.588,98.25,372.0,761.5,601.7,400.9
2018-01-18,150.35,245.5,204.63,3855.0,11560.0,2099.0,693.0,560.0,417.5,333.1,30.47,31.1,6265.0,,288.6,680.9,81.25,936.2,4520.0,3.4795,152.8,0.0506,113.4,2535.0,183000.0,44.0,65.52,41.49,137.2,307.8,0.7899,0.1661,12.675,826.5,4.722,2.6,100.0,369.0,765.0,602.5,406.9
2018-01-19,149.13,242.45,203.97,3825.5,11470.0,2098.5,700.0,551.2,409.3,328.0,30.2,31.0,6240.0,,292.2,691.0,83.0,953.0,4446.0,3.541,154.95,0.04965,111.5,2547.0,182500.0,44.88,65.77,41.55,138.7,296.5,0.7844,0.18,12.5,820.5,4.765,2.655,98.0,369.0,767.0,590.0,401.9
2018-01-22,150.3,243.99,202.5,3870.0,11488.0,2118.5,704.0,567.15,415.1,332.95,30.3,31.27,6279.0,,295.7,696.6,84.0,967.8,4527.0,3.747,157.14,0.05014,113.6,2564.0,182500.0,45.3,66.89,41.35,138.6,303.8,0.8095,0.18475,12.52,837.0,4.755,2.704,97.95,378.0,749.5,600.1,396.7
2018-01-23,148.8,244.4,202.71,3841.5,11198.0,2145.0,703.9,564.4,414.6,335.0,30.1,31.51,6360.0,,301.9,682.9,84.0,935.4,4543.0,3.66,153.7,0.04978,115.0,2543.0,182700.0,44.9,66.22,41.73,138.3,313.0,0.8,0.1781,12.62,836.5,4.729,2.7,96.1,386.0,769.0,601.0,393.9
2018-01-24,149.7,247.53,204.2,3850.0,11325.0,2138.0,709.0,569.7,410.0,344.5,30.4,30.955,6345.0,,299.85,684.3,82.1,930.0,4568.0,3.67,150.7,0.04902,114.8,2530.0,180600.0,43.9,66.8,41.2,138.05,312.1,0.7896,0.1782,12.54,836.0,4.731,2.7,92.95,398.0,764.0,593.0,400.0
2018-01-25,149.8,250.64,209.0,3825.0,11537.0,2134.0,717.2,573.8,413.3,351.5,30.8,31.63,6170.0,,305.3,676.2,83.3,950.0,4570.0,3.75,154.0,0.0499,116.36,2505.0,183000.0,44.99,66.01,40.89,137.1,311.5,0.7748,0.1745,12.4,840.0,4.781,2.695,92.75,393.0,750.0,611.9,398.3
2018-01-26,147.19,247.0,208.0,3821.0,11420.0,2176.0,718.6,580.0,412.5,351.8,30.38,31.825,5539.0,,306.9,677.0,81.6,952.7,4500.0,3.7575,153.93,0.04935,115.75,2491.0,183350.0,44.205,65.05,41.12,134.2,306.5,0.7608,0.17215,12.055,844.0,4.728,2.658,92.6,388.5,735.0,601.4,400.1
2018-01-29,144.75,250.48,209.9,3778.0,11539.0,2197.5,714.7,578.6,412.6,346.35,30.665,31.51,5155.0,,303.8,673.5,80.5,936.9,4599.0,3.788,153.19,0.049,118.2,2483.0,183400.0,45.445,65.41,41.8,137.6,306.0,0.7471,0.17445,12.25,851.5,4.71,2.608,93.2,398.0,722.0,601.5,402.0
2018-01-30,143.5,257.8,213.35,3713.0,11483.0,2150.0,711.6,565.4,407.5,342.1,30.3,30.7,5419.0,,303.35,661.6,81.5,929.8,4547.0,3.77,150.9,0.0488,117.1,2470.0,181500.0,45.375,66.2,41.6,133.2,307.0,0.75,0.17785,12.15,846.5,4.688,2.552,92.7,392.0,754.0,602.0,400.0
2018-01-31,143.36,264.5,217.49,3728.0,11608.0,2179.0,727.7,565.2,409.0,343.2,28.74,29.685,5330.0,,309.0,665.7,81.5,919.1,4580.0,3.79,147.0,0.0494,115.0,2450.0,180000.0,45.61,67.0,41.18,133.3,306.0,0.7255,0.175,12.2,842.0,4.66,2.53,92.5,392.5,751.0,602.5,400.5
2018-02-01,145.39,263.2,213.77,3760.5,11639.0,2202.0,732.0,578.65,410.0,344.95,29.26,29.815,5219.0,2110.0,311.5,653.8,82.13,941.8,4535.0,3.8195,150.4,0.04938,116.7,2465.0,181600.0,45.85,67.0,41.87,135.35,305.6,0.7322,0.174,12.265,830.0,4.705,2.57,91.4,392.0,758.0,585.5,397.8
2018-02-02,144.0,257.32,208.8,3797.0,11496.0,2150.0,733.0,579.0,411.0,339.9,28.955,30.47,5032.0,2052.0,304.4,638.5,81.81,918.0,4509.0,3.8245,146.14,0.0492,115.8,2400.0,181900.0,44.875,65.9,42.02,133.5,306.0,0.7278,0.1755,12.0,829.0,4.687,2.555,92.35,384.0,762.0,603.5,418.7
2018-02-05,144.53,255.64,209.75,3752.0,11581.0,2150.0,728.0,564.4,408.4,338.3,29.55,31.25,4950.0,2089.5,304.55,644.5,83.0,923.8,4542.0,3.75,147.1,0.04908,115.72,2380.0,180000.0,45.185,65.95,42.6,138.4,307.8,0.7375,0.1759,11.96,832.0,4.677,2.55,92.25,380.5,759.0,600.0,420.0
2018-02-06,141.59,258.94,210.6,3655.5,11308.0,2054.5,729.7,542.7,402.5,330.0,28.605,29.925,4785.0,2070.0,302.75,620.4,81.2,912.9,4500.0,3.6675,144.78,0.04702,113.6,2321.0,177500.0,44.21,64.86,41.9,135.5,305.5,0.717,0.1679,11.46,819.0,4.601,2.532,92.0,381.0,760.0,609.0,422.3
2018-02-07,141.0,257.58,210.22,3735.0,11268.0,2140.5,736.4,563.1,405.0,336.0,29.415,29.865,4725.0,2090.0,301.0,605.0,84.0,932.2,4351.0,3.805,146.05,0.04761,113.5,2372.0,177000.0,45.795,64.65,41.88,136.45,305.0,0.7379,0.16975,11.63,825.0,4.668,2.574,92.3,388.5,775.0,608.5,437.9
2018-02-08,137.2,253.19,206.6,3686.0,11110.0,2159.0,731.0,555.5,395.3,326.65,28.87,29.81,4825.0,2134.0,295.75,608.2,86.4,917.8,4381.0,3.762,143.0,0.04751,112.8,2355.0,178000.0,45.625,65.6,41.86,137.5,305.0,0.739,0.1699,11.505,823.5,4.64,2.56,92.05,392.0,759.0,603.5,444.0
2018-02-09,135.56,250.11,203.18,3617.5,11101.0,2086.5,714.4,536.7,388.9,324.55,28.315,29.5,4808.0,2046.0,294.0,602.1,84.95,907.0,4322.0,3.6975,137.95,0.04707,110.5,2420.0,176500.0,43.72,65.9,41.32,139.3,304.7,0.7307,0.1707,11.755,825.0,4.596,2.567,91.35,384.0,749.5,597.5,439.8
2018-02-12,137.3,255.05,207.69,3656.5,11147.0,2127.0,718.0,536.0,390.0,325.3,28.23,29.74,4881.0,2100.5,301.0,611.0,84.8,913.5,4350.0,3.6825,143.7,0.04712,110.3,2405.0,175000.0,44.05,65.49,41.18,139.0,309.3,0.741,0.17395,12.65,824.0,4.629,2.585,90.5,387.0,766.5,608.0,446.5
2018-02-13,139.85,258.3,209.5,3729.5,11500.0,2135.0,719.1,549.75,390.2,325.4,28.45,30.075,4860.0,2140.0,304.0,613.9,85.9,941.6,4386.0,3.6845,148.79,0.04767,111.25,2445.0,178000.0,45.27,65.57,40.95,140.3,314.5,0.7498,0.17675,12.32,824.0,4.67,2.64,90.7,390.0,759.0,604.0,441.3
2018-02-14,138.89,262.03,211.64,3709.0,11761.0,2200.0,730.0,554.0,389.0,326.0,28.24,29.88,4820.0,2150.5,300.8,633.0,85.88,930.0,4467.0,3.7175,147.68,0.0477,111.2,2416.0,180400.0,46.0,65.5,41.0,137.7,314.9,0.7598,0.177,12.25,825.0,4.659,2.614,90.55,383.5,754.5,604.0,443.5
2018-02-15,137.06,264.58,214.6,3730.0,11785.0,2283.5,741.8,560.0,396.6,324.3,28.265,29.85,4850.0,2144.0,304.0,638.4,85.32,949.2,4490.0,3.7955,148.05,0.04735,110.3,2459.0,180350.0,45.85,65.1,40.98,136.85,313.2,0.76,0.178,12.11,823.0,4.663,2.649,90.1,385.5,754.5,605.0,434.2
2018-02-16,137.06,266.99,214.02,3751.0,10810.0,2371.5,737.6,569.0,400.1,324.2,28.505,29.665,4473.0,2130.0,306.15,640.6,85.82,949.2,4503.0,3.792,149.24,0.0477,110.62,2489.0,180450.0,45.635,65.48,38.78,137.3,316.7,0.7698,0.1775,12.2,820.5,4.67,2.676,90.1,384.0,749.5,603.0,436.6
2018-02-19,138.31,266.85,211.04,3715.0,11171.0,2416.5,729.1,569.05,402.2,324.0,28.48,29.445,4251.0,2079.5,306.5,630.7,85.91,945.3,4497.0,3.7215,152.89,0.04745,110.56,2495.0,180000.0,45.6,65.55,39.05,137.35,314.9,0.7669,0.1756,12.4,839.0,4.665,2.694,90.0,385.5,730.0,604.0,440.0
2018-02-20,141.32,267.22,215.9,3744.0,11060.0,2413.0,728.0,574.8,414.8,322.0,28.415,29.485,4588.0,1979.5,307.4,621.4,86.0,940.0,4489.0,3.7,153.0,0.04774,111.4,2459.0,179250.0,45.715,65.76,38.94,138.0,320.0,0.7715,0.177,12.19,842.0,4.68,2.661,89.75,381.5,747.0,603.5,438.8
2018-02-21,144.0,279.2,224.0,3808.5,11300.0,2473.5,739.9,586.3,411.5,333.5,29.12,29.8,4793.0,1958.0,313.0,619.1,87.0,942.4,4569.0,3.821,148.3,0.0489,114.23,2464.0,180550.0,46.37,66.25,39.6,138.75,316.8,0.78,0.178,12.35,843.0,4.718,2.658,90.1,375.0,751.0,606.0,436.8
2018-02-22,145.97,277.49,228.5,3836.0,11380.0,2435.5,735.9,599.5,418.1,337.3,29.2,30.27,5140.0,1996.5,311.0,609.3,87.8,936.0,4520.0,3.7875,148.56,0.05175,113.68,2444.0,183600.0,46.55,66.45,39.4,140.1,319.4,0.781,0.1753,12.36,838.0,4.73,2.683,89.25,376.0,748.0,598.0,438.2
2018-02-26,147.0,279.97,232.03,3839.5,11874.0,2383.0,734.0,602.0,425.2,341.8,29.485,30.9,4803.0,2017.0,315.0,606.9,88.5,949.9,4499.0,3.77,148.73,0.05463,115.0,2480.0,184700.0,47.5,66.85,38.92,140.8,322.0,0.7947,0.1757,12.31,843.0,4.777,2.697,89.0,373.0,748.0,599.5,434.0
2018-02-27,146.5,278.21,231.18,3838.5,11550.0,2386.0,735.0,606.2,419.5,337.5,29.13,30.28,4882.0,2017.0,316.1,607.3,88.8,939.7,4548.0,3.7105,146.65,0.0538,115.09,2459.0,181500.0,48.1,67.7,38.94,139.1,316.0,0.7947,0.17655,12.3,850.0,4.75,2.69,88.5,369.0,748.0,598.5,420.0
2018-02-28,143.16,272.4,227.0,3776.5,11159.0,2343.5,710.0,594.0,402.8,330.5,28.715,29.5,4782.0,2015.0,307.6,594.0,86.3,918.4,4646.0,3.72,146.1,0.05276,111.85,2397.0,185000.0,47.68,68.21,38.97,141.45,323.1,0.7815,0.1759,12.09,859.0,4.734,2.724,90.5,368.5,751.0,603.5,416.0
2018-03-01,140.1,275.0,226.15,3754.0,11173.0,2310.0,732.9,594.8,406.8,323.5,28.52,29.935,4985.0,2040.0,310.6,587.2,86.12,914.2,4706.0,3.7295,145.83,0.0525,114.29,2422.0,182350.0,46.685,67.97,39.63,151.95,322.1,0.7843,0.1735,12.02,872.0,4.74,2.73,89.85,373.0,748.5,602.5,405.0
2018-03-02,138.57,273.0,224.5,3749.5,11248.0,2280.5,732.0,595.0,408.0,319.5,28.22,30.1,5058.0,2000.5,309.3,596.4,86.2,897.3,4760.0,3.7165,144.45,0.05241,115.46,2406.0,182150.0,45.205,67.66,38.58,152.0,323.1,0.7792,0.174,11.99,885.0,4.7,2.754,89.6,372.5,748.0,601.0,409.0
2018-03-05,141.6,277.0,229.29,3730.0,11199.0,2347.5,736.4,600.4,407.0,320.5,28.645,30.135,5130.0,2016.0,315.0,604.0,88.5,903.2,4708.0,3.795,146.9,0.05246,117.0,2428.0,183300.0,46.29,68.1,38.34,150.0,318.5,0.79,0.1763,12.085,900.0,4.726,2.735,90.3,372.5,737.5,598.0,405.0
2018-03-06,140.59,274.03,224.75,3744.0,11161.0,2389.5,736.9,604.0,417.4,318.7,28.625,29.68,5000.0,1943.5,314.0,607.3,88.72,897.0,4703.0,3.82,145.36,0.053,119.65,2459.0,183200.0,46.77,68.21,37.73,149.4,320.0,0.7853,0.1779,12.18,904.0,4.74,2.734,90.0,365.0,737.5,599.0,405.0
2018-03-07,138.56,274.0,224.67,3721.0,11160.0,2427.5,729.3,595.25,408.0,315.0,28.3,29.65,4973.0,1946.5,313.25,608.0,89.3,891.0,4677.0,3.7695,146.3,0.0547,117.0,2491.0,178600.0,46.45,67.81,36.6,152.0,319.0,0.769,0.1759,12.08,916.0,4.742,2.721,89.85,365.0,737.5,598.5,401.9
2018-03-09,139.81,274.6,225.3,3789.0,11077.0,2469.0,737.5,604.0,410.2,313.25,28.63,30.195,5115.0,1955.5,314.5,615.3,90.29,886.5,4745.0,3.818,145.55,0.05628,120.97,2440.0,179300.0,46.755,68.1,35.58,157.45,321.7,0.7789,0.1766,12.025,922.0,4.746,2.791,90.05,360.0,736.5,594.5,408.0
2018-03-12,141.35,274.3,226.64,3770.0,11157.0,2450.0,744.8,606.8,419.6,314.7,29.15,30.0,5154.0,1960.5,313.5,604.9,91.09,886.0,4829.0,3.83,149.45,0.05571,118.4,2435.0,181000.0,46.69,68.6,36.09,158.85,322.4,0.775,0.17785,11.885,910.0,4.805,2.762,90.25,362.0,725.0,600.5,393.8
2018-03-13,142.75,273.95,225.5,3773.0,11101.0,2415.0,731.6,606.5,420.0,312.0,29.365,30.4,5050.0,1910.0,318.15,627.0,91.2,884.5,4930.0,3.83,150.99,0.0558,119.0,2428.0,181200.0,46.15,68.72,35.9,163.7,323.5,0.7664,0.17755,11.875,900.5,4.802,2.804,95.0,364.5,751.5,586.5,404.8
2018-03-14,138.8,262.5,216.99,3742.0,10881.0,2430.5,726.7,602.95,411.1,310.35,29.17,29.78,4970.0,1885.5,313.0,629.0,90.45,895.0,4879.0,3.67,150.0,0.05354,115.57,2402.0,176700.0,44.66,68.93,35.56,161.6,322.9,0.7568,0.17315,11.76,880.0,4.8,2.831,96.0,355.0,731.0,588.0,418.0
2018-03-15,138.25,254.51,210.5,3800.0,10890.0,2446.0,734.5,606.7,415.3,314.2,29.18,30.145,5149.0,1965.0,312.25,625.1,91.15,890.8,4838.0,3.616,148.27,0.05384,117.0,2394.0,176650.0,45.08,68.94,34.95,160.15,323.5,0.755,0.175,11.76,870.0,4.9,2.78,95.0,353.0,739.0,588.0,409.9
2018-03-16,141.0,256.15,211.52,3874.5,10927.0,2436.0,747.1,613.25,393.5,319.3,29.41,30.26,4957.0,1965.0,316.85,604.4,93.82,907.1,4780.0,3.7985,153.0,0.05348,121.0,2357.0,177000.0,45.025,68.32,35.37,160.5,324.8,0.7654,0.1792,11.7,864.0,4.75,2.75,97.0,344.0,764.5,617.0,404.0
2018-03-19,139.91,255.0,209.19,3815.0,10911.0,2426.0,757.0,611.0,402.5,316.0,29.055,30.54,4990.0,1915.0,318.0,596.9,93.56,884.8,4708.0,3.72,148.2,0.0534,119.5,2385.0,177000.0,44.215,68.45,35.7,159.35,318.7,0.7651,0.177,11.91,849.5,4.83,2.79,96.15,333.0,735.0,597.5,403.6
2018-03-20,142.45,257.15,206.3,3860.0,10950.0,2463.0,757.5,620.0,406.4,317.55,29.175,30.3,4930.0,1891.0,308.1,591.4,93.05,873.6,4680.0,3.795,148.04,0.0539,118.4,2340.0,176850.0,44.23,68.22,35.06,160.15,316.7,0.75,0.17595,11.97,847.5,4.83,2.804,96.15,329.0,739.5,579.5,395.8
2018-03-21,141.51,268.88,222.0,3874.0,10932.0,2497.5,760.4,618.8,411.4,317.5,29.13,30.2,4910.0,1920.0,307.65,597.5,94.55,880.1,4575.0,3.7795,148.5,0.054,118.5,2300.0,181150.0,46.195,68.38,35.0,159.75,317.7,0.7466,0.177,11.96,858.5,4.85,2.819,97.0,336.0,765.0,601.5,405.9
2018-03-22,139.5,265.5,219.47,3857.0,11003.0,2385.0,748.7,616.75,410.4,316.15,28.805,29.815,4800.0,1875.0,300.1,585.3,93.35,877.8,4465.0,3.7745,149.2,0.054,117.88,2262.0,177400.0,46.15,67.54,34.52,156.5,315.9,0.7421,0.17615,11.875,850.0,4.816,2.83,96.55,331.0,729.5,582.5,419.0
2018-03-23,142.0,262.0,220.5,3874.5,10998.0,2385.5,750.0,618.35,405.8,314.5,28.885,29.92,4747.0,1858.0,295.5,594.7,93.75,882.0,4447.0,3.7345,148.54,0.05328,119.0,2271.0,177500.0,44.87,67.4,33.38,158.35,318.4,0.734,0.1755,11.875,846.0,4.821,2.82,97.0,329.5,730.5,575.0,440.1
2018-03-26,138.27,255.0,215.46,3800.0,10750.0,2344.0,743.1,603.5,413.0,308.05,28.1,29.18,4715.0,1811.0,292.85,601.7,92.12,867.3,4393.0,3.73,146.35,0.05099,115.98,2267.0,175800.0,44.42,66.6,33.54,157.25,313.0,0.7288,0.17415,11.735,853.0,4.799,2.81,95.75,335.0,720.0,557.0,434.8
2018-03-27,140.8,258.0,217.2,3878.0,10728.0,2364.0,752.8,605.5,414.0,309.65,28.3,29.0,4755.0,1846.5,292.3,595.9,91.7,865.4,4330.0,3.726,146.63,0.0518,116.42,2266.0,176000.0,44.06,66.6,34.54,154.25,319.0,0.75,0.17675,11.745,863.5,4.815,2.83,96.3,339.0,720.5,577.5,424.0
2018-03-28,140.47,251.5,213.0,3927.0,10695.0,2265.0,743.0,604.0,413.1,308.8,28.45,29.05,4605.0,1838.5,295.0,589.9,89.44,865.8,4545.0,3.737,142.06,0.051,116.5,2294.0,174500.0,44.045,66.59,34.55,154.0,316.0,0.7475,0.17575,11.675,870.0,4.81,2.84,96.0,336.0,718.0,576.5,416.0
2018-03-29,142.8,252.9,213.61,3991.5,10795.0,2314.0,741.9,615.0,413.0,316.35,28.665,29.69,4636.0,1932.0,293.3,592.0,91.21,869.4,4461.0,3.83,144.22,0.05115,117.57,2338.0,176500.0,44.2,67.47,35.25,154.2,316.7,0.756,0.17705,11.655,875.0,4.829,2.842,95.95,345.0,724.0,576.5,412.0
2018-03-30,142.33,253.57,214.14,3961.0,10760.0,2287.0,737.6,611.6,416.0,313.9,28.37,29.56,4680.0,1932.0,294.15,591.7,92.0,872.4,4520.0,3.82,143.5,0.05166,117.0,2317.0,175900.0,44.135,67.75,35.35,155.6,315.2,0.7699,0.1812,11.85,874.0,4.849,2.91,96.45,344.0,742.0,574.5,406.5
2018-04-02,140.32,249.99,212.59,3955.5,10800.0,2253.0,735.2,598.3,424.7,309.05,28.5,29.275,4720.0,1949.5,297.75,595.4,90.1,870.0,4387.0,3.86,142.58,0.05114,116.3,2344.0,179750.0,44.455,67.5,34.82,156.25,314.0,0.762,0.1795,11.79,865.0,4.816,2.913,96.4,345.0,712.5,564.0,418.7
2018-04-03,141.13,251.6,212.12,3951.0,10830.0,2263.0,741.0,604.95,420.2,313.25,28.33,29.035,4700.0,1948.0,295.8,588.0,89.57,874.1,4514.0,3.888,144.25,0.0523,117.0,2329.0,179000.0,44.265,67.62,34.17,156.25,314.0,0.7615,0.1813,11.75,872.5,4.79,2.895,96.05,337.0,703.5,569.0,407.3
2018-04-04,140.18,255.69,213.85,3939.0,10735.0,2249.5,753.1,599.75,422.2,319.6,28.51,29.24,4651.0,1959.0,292.4,593.8,89.25,868.1,4475.0,3.89,145.28,0.05237,116.5,2341.0,177500.0,44.225,67.57,34.0,156.05,313.7,0.747,0.1817,11.5,877.5,4.76,2.896,95.5,337.5,686.0,560.5,408.9
