TRADEDATE,GAZP,SBER,SBERP,LKOH,GMKN,YNDX,NVTK,TATN,TATNP,ROSN,SNGS,SNGSP,MGNT,FIVE,MTSS,POLY,ALRS,CHMF,PLZL,IRAO,NLMK,VTBR,MOEX,PHOR,TRNFP,MAGN,RTKM,RUAL,AFLT,PIKK,HYDR,FEES,AFKS,LSRG,CBOM,UPRO,DSKY,LNTA,SFIN,RNFT,MVID
2019-03-15,154.56,203.55,179.05,5662.5,14226.0,2352.8,1057.6,743.8,530.0,401.25,24.2,39.95,3776.5,1592.5,260.0,746.7,95.4,1036.8,5343.5,3.89,167.7,0.03739,91.08,2487.0,174000.0,45.3,72.6,30.285,100.08,352.2,0.5024,0.1697,10.0,640.2,5.93,2.554,88.12,195.0,607.0,599.0,403.0
2019-03-18,155.84,205.9,180.9,5610.0,14284.0,2306.0,1054.8,753.1,540.9,399.0,24.75,39.865,3788.0,1635.0,263.75,736.1,96.75,1034.2,5460.5,3.84,170.7,0.03692,91.45,2461.0,173950.0,46.33,73.7,29.945,99.92,353.8,0.507,0.1677,9.85,642.6,5.96,2.59,89.98,199.5,560.4,593.0,406.6
2019-03-19,155.5,207.7,182.15,5682.5,14350.0,2318.8,1052.0,767.0,550.2,399.0,25.0,40.105,3792.0,1605.0,261.95,737.1,96.89,1019.8,5493.0,3.815,169.3,0.03677,91.11,2460.0,175350.0,45.565,73.55,30.01,99.46,353.2,0.5091,0.1662,9.845,647.2,5.952,2.574,89.6,198.3,540.6,599.0,405.0
2019-03-20,156.09,209.8,184.83,5770.0,14316.0,2301.4,1052.0,772.6,562.3,408.5,24.88,40.36,3761.0,1607.5,258.0,738.4,96.22,1013.4,5342.0,3.835,167.62,0.03669,90.54,2442.0,176950.0,45.055,72.83,29.75,98.22,353.0,0.5074,0.1665,9.86,653.0,5.932,2.576,89.24,202.5,530.8,598.0,406.7
2019-03-21,155.33,210.61,184.01,5759.0,14290.0,2274.0,1085.4,768.0,550.8,409.5,24.895,40.48,3730.0,1608.0,268.0,733.0,95.7,1017.2,5394.0,3.85,168.64,0.036515,90.63,2405.0,179850.0,45.255,72.86,29.97,97.3,354.5,0.5114,0.1662,9.8,656.4,5.93,2.589,88.8,208.8,525.2,592.4,408.6
2019-03-22,152.29,207.7,183.5,5793.5,14280.0,2276.4,1084.8,757.2,545.2,408.4,24.525,40.23,3688.0,1604.0,265.0,743.7,95.25,1013.6,5393.5,3.83,166.7,0.036,89.08,2395.0,179450.0,44.74,72.93,29.695,97.66,354.8,0.5049,0.1664,9.8,654.6,5.933,2.561,88.9,215.5,527.0,595.4,407.9
2019-03-25,152.29,214.0,187.0,5740.0,14280.0,2293.8,1091.0,747.2,544.0,404.25,24.535,39.93,3715.5,1617.5,262.0,737.9,95.51,1008.4,5260.0,3.821,165.6,0.03633,90.5,2363.0,178000.0,45.15,72.78,29.37,97.0,352.0,0.5021,0.167,9.723,656.0,5.949,2.57,88.44,217.5,526.0,600.0,407.5
2019-03-26,151.12,218.0,190.9,5809.0,14300.0,2315.8,1079.0,755.5,552.4,405.2,24.58,40.1,3760.0,1681.0,263.45,736.8,94.27,1014.8,5434.0,3.8235,167.88,0.03625,91.07,2374.0,177450.0,45.2,72.77,29.275,97.02,353.3,0.503,0.16682,9.77,669.0,5.97,2.568,88.5,216.7,513.8,599.0,406.8
2019-03-27,149.49,214.1,189.0,5850.0,13874.0,2268.0,1061.8,746.9,546.1,404.35,24.595,40.14,3700.0,1632.0,257.75,738.0,93.6,1006.0,5410.0,3.7795,167.3,0.03595,90.61,2354.0,175950.0,44.62,72.84,28.67,96.1,353.5,0.502,0.1665,9.715,666.6,5.953,2.57,88.66,215.5,495.0,572.4,405.6
2019-03-28,149.98,215.07,189.43,5880.0,13436.0,2317.8,1059.2,755.6,553.0,407.5,24.6,40.4,3689.0,1637.5,255.95,735.0,93.1,1027.8,5416.5,3.78,170.2,0.036,90.64,2363.0,175000.0,45.125,72.98,28.3,96.7,354.8,0.5005,0.1642,9.689,670.0,5.96,2.569,88.78,220.6,501.0,568.0,406.7
2019-03-29,149.61,214.42,188.2,5894.0,13720.0,2293.6,1078.2,755.0,557.8,412.0,24.875,40.98,3640.0,1637.0,252.45,737.9,92.42,1028.0,5437.0,3.737,170.5,0.035645,91.3,2393.0,176500.0,45.9,72.51,28.1,96.3,353.8,0.5008,0.1641,9.542,660.0,5.967,2.585,88.88,220.7,502.0,574.2,408.5
2019-04-01,154.53,217.7,190.22,5909.0,13994.0,2243.4,1063.0,750.7,556.6,419.7,25.305,41.7,3690.5,1654.0,254.0,735.1,93.35,1028.2,5421.5,3.725,172.58,0.036195,92.34,2394.0,178000.0,45.965,72.86,28.445,97.78,359.1,0.51,0.16464,9.343,649.8,5.97,2.576,88.9,220.1,490.0,584.4,406.4
2019-04-02,155.0,218.23,191.64,5958.0,14160.0,2249.0,1061.8,742.9,555.0,418.0,25.12,41.06,3680.0,1654.0,258.0,732.0,92.7,1041.8,5480.0,3.7,174.7,0.0362,92.14,2397.0,178250.0,45.365,72.5,28.695,98.36,368.0,0.5075,0.16448,9.31,635.0,5.98,2.575,89.0,229.6,504.2,599.8,406.2
2019-04-03,156.99,219.05,193.5,5926.0,14186.0,2268.2,1068.0,743.1,555.9,417.95,25.23,40.7,3715.0,1657.5,258.4,721.4,93.21,1058.4,5320.0,3.6995,172.82,0.03661,90.77,2376.0,175650.0,45.41,72.74,28.47,98.5,378.4,0.5064,0.1637,9.256,618.4,5.968,2.561,88.8,228.6,498.4,598.6,407.9
2019-04-04,158.89,221.8,194.9,5865.0,14288.0,2280.8,1060.0,733.1,547.1,422.45,25.475,40.835,3666.0,1670.0,262.2,710.0,93.9,1052.0,5100.0,3.6275,174.0,0.0365,91.27,2387.0,172400.0,45.25,72.98,28.4,98.36,366.6,0.5051,0.16288,9.097,624.8,5.964,2.575,88.8,230.5,498.0,598.6,407.9
2019-04-05,158.6,227.5,198.59,5822.0,14332.0,2298.0,1065.8,731.2,555.0,421.5,25.365,40.515,3610.0,1659.0,264.3,710.0,94.7,1043.2,5096.0,3.621,173.98,0.03632,91.02,2405.0,169150.0,44.84,73.24,28.04,99.54,360.1,0.5031,0.16204,9.06,633.6,5.976,2.562,88.84,233.7,492.2,600.0,406.3
2019-04-08,160.5,232.3,201.61,5826.0,14348.0,2301.6,1076.0,754.2,574.5,420.9,25.5,40.6,3652.0,1655.5,260.85,715.0,94.69,1043.0,5141.0,3.7005,174.52,0.0363,91.0,2379.0,167900.0,45.085,73.5,28.07,98.58,359.9,0.5027,0.16476,9.17,632.4,5.98,2.569,88.3,229.0,478.0,592.2,407.9
2019-04-09,162.7,238.0,205.7,5736.0,14400.0,2346.0,1084.0,760.9,575.8,415.9,25.54,40.53,3610.0,1664.5,261.5,709.2,94.15,1044.0,5092.0,3.721,172.48,0.03628,91.04,2372.0,171050.0,45.065,74.0,28.23,97.24,358.6,0.5055,0.16676,9.146,631.0,5.989,2.6,87.7,230.5,472.2,593.2,407.4
2019-04-10,162.88,243.68,206.4,5692.0,14440.0,2350.8,1084.0,758.8,583.3,425.5,25.3,40.455,3560.5,1650.0,259.4,709.0,94.4,1034.4,4990.0,3.77,172.66,0.036885,93.11,2374.0,168000.0,44.42,74.34,28.16,97.32,357.0,0.513,0.16868,9.185,635.8,5.997,2.61,87.86,229.7,471.0,591.6,407.5
2019-04-11,158.04,238.86,203.0,5630.0,14230.0,2434.0,1082.0,751.0,585.0,431.0,25.2,40.45,3548.0,1633.0,260.5,685.0,94.1,1023.6,4930.0,3.75,168.4,0.036695,91.5,2362.0,167300.0,44.09,73.8,27.975,98.4,356.1,0.512,0.1665,9.12,636.2,5.94,2.625,87.7,229.5,469.8,598.0,405.0
2019-04-12,159.12,239.5,204.81,5600.0,14418.0,2435.2,1097.0,750.5,588.0,432.5,25.31,40.42,3550.5,1640.5,259.05,687.9,94.6,1039.2,4950.0,3.755,172.34,0.036255,91.4,2357.0,168500.0,44.46,73.78,28.0,98.22,355.2,0.52,0.16586,9.135,636.0,5.96,2.65,87.9,229.2,451.0,597.4,406.6
2019-04-15,158.33,237.8,204.95,5590.0,14392.0,2453.0,1082.2,741.9,588.6,428.9,24.89,40.12,3500.0,1633.5,260.2,678.0,94.3,1038.0,4835.0,3.74,168.5,0.03597,91.46,2351.0,164700.0,44.0,73.25,27.85,98.72,355.8,0.532,0.16602,9.03,636.6,5.954,2.65,88.3,227.5,455.0,589.0,407.9
2019-04-16,162.24,233.24,202.7,5609.5,14558.0,2499.8,1103.4,746.9,582.8,435.15,25.05,39.9,3496.0,1633.0,257.45,688.7,95.4,1046.6,4922.0,3.77,172.7,0.03608,91.05,2387.0,168650.0,43.97,73.59,28.045,99.12,356.7,0.5314,0.16664,9.079,645.8,5.937,2.67,88.88,228.0,508.0,598.8,407.8
2019-04-17,164.0,234.3,203.1,5584.0,14600.0,2451.0,1107.0,751.6,579.0,436.5,25.14,39.88,3581.0,1728.0,258.05,675.8,96.0,1037.0,4950.0,3.793,171.4,0.0359,91.2,2389.0,168900.0,44.2,73.7,28.985,98.62,358.0,0.533,0.1663,9.138,656.0,5.998,2.674,89.02,227.2,491.0,599.8,407.9
2019-04-18,161.79,232.79,200.6,5610.0,14510.0,2383.2,1110.2,749.2,574.0,435.65,25.08,39.73,3595.0,1768.0,259.0,683.0,95.8,1035.4,4982.0,3.8185,173.26,0.03601,91.25,2377.0,170050.0,44.22,73.9,28.7,98.0,360.8,0.529,0.1662,9.107,658.0,5.96,2.67,88.1,227.7,489.0,599.2,410.0
2019-04-19,162.57,232.6,202.15,5602.0,14510.0,2415.2,1116.4,748.9,578.2,432.0,25.075,39.9,3597.0,1762.5,259.85,680.2,95.79,1047.6,5000.0,3.81,174.3,0.03581,91.6,2385.0,169700.0,44.22,73.94,28.93,97.6,364.2,0.5276,0.166,9.089,669.2,5.975,2.678,89.1,226.1,496.0,593.4,414.1
2019-04-22,163.5,235.41,204.75,5690.0,14528.0,2400.0,1145.0,752.0,586.5,439.6,25.05,39.965,3578.5,1758.5,261.25,688.8,95.96,1054.0,5049.0,3.8375,174.58,0.035785,92.19,2380.0,169500.0,44.2,73.56,28.925,97.6,368.2,0.5465,0.16634,9.073,670.2,5.959,2.675,89.38,225.1,490.0,593.8,419.9
2019-04-23,162.42,235.67,205.88,5780.0,14430.0,2412.8,1146.0,750.2,581.8,441.0,24.72,39.4,3675.0,1804.0,260.0,663.4,96.3,1040.4,4905.0,3.95,171.5,0.03533,91.5,2389.0,169750.0,44.085,74.02,29.04,96.8,371.0,0.542,0.1662,9.06,657.4,5.968,2.673,89.36,226.9,493.8,599.4,420.9
2019-04-24,160.57,236.0,205.49,5760.0,14316.0,2410.6,1148.0,743.5,574.1,441.3,24.605,39.25,3639.5,1810.0,258.8,665.0,95.58,1053.0,4965.0,3.9115,170.38,0.03577,91.32,2381.0,169900.0,44.04,73.97,28.92,96.32,365.5,0.546,0.1659,9.079,655.0,5.946,2.639,89.06,228.9,488.8,597.0,421.1
2019-04-25,159.31,227.8,200.47,5648.5,14470.0,2407.6,1187.0,738.2,580.9,436.0,24.81,39.885,3649.5,1910.0,255.35,665.7,95.2,1045.0,4957.0,3.965,170.32,0.035375,90.7,2383.0,168850.0,44.04,73.9,28.435,96.34,367.0,0.537,0.16592,9.043,652.2,5.929,2.597,88.76,230.1,485.6,600.0,418.5
2019-04-26,161.0,223.18,197.22,5588.0,14720.0,2389.0,1218.4,767.3,620.0,434.45,24.825,39.735,3590.0,1912.0,257.0,673.9,94.0,1059.4,5060.0,3.9775,174.4,0.03541,90.99,2371.0,166350.0,44.5,74.02,28.01,97.12,365.9,0.5355,0.16544,8.903,652.6,5.935,2.596,88.4,231.1,483.0,596.0,417.5
2019-04-29,163.93,228.8,201.29,5552.0,14490.0,2406.0,1205.2,754.9,623.0,433.7,24.71,39.26,3630.5,1894.5,255.3,666.0,94.49,1058.0,5052.5,3.97,170.96,0.03543,91.68,2363.0,166650.0,44.16,74.36,27.795,96.98,367.1,0.5374,0.165,8.901,660.0,5.938,2.619,88.14,231.0,491.0,594.4,419.0
2019-04-30,163.95,225.17,198.39,5511.0,14342.0,2391.0,1205.2,757.5,634.6,428.8,24.565,39.165,3720.0,1963.0,254.9,678.4,94.23,1045.2,5037.5,3.92,171.1,0.0355,91.05,2363.0,168000.0,44.2,74.0,27.68,96.32,365.5,0.54,0.166,8.821,666.0,5.93,2.609,88.44,231.1,480.2,565.6,422.0
2019-05-02,165.71,229.1,200.15,5551.0,14280.0,2413.0,1207.2,754.1,634.9,423.25,24.555,39.14,3746.0,1967.0,261.75,672.0,95.34,1053.6,5040.0,3.927,175.08,0.03554,90.8,2370.0,167450.0,44.865,74.51,27.215,96.86,370.0,0.5409,0.16546,8.831,666.0,5.93,2.605,88.24,234.1,498.0,572.6,422.3
2019-05-03,166.31,232.52,203.07,5453.0,14238.0,2414.0,1199.8,765.5,645.4,423.55,24.985,39.645,3795.0,1999.5,262.9,684.0,95.6,1055.0,5050.0,3.8985,169.5,0.03578,91.83,2369.0,169900.0,45.25,75.8,27.05,96.7,374.2,0.5425,0.16482,8.85,667.0,5.988,2.614,88.34,233.1,480.0,578.6,422.5
2019-05-06,165.45,232.8,203.0,5478.0,14400.0,2407.0,1199.8,765.3,641.3,425.0,24.91,39.25,3758.5,1970.0,261.35,685.0,95.2,1032.6,5055.0,3.896,170.36,0.03576,93.17,2370.0,167300.0,45.695,75.75,26.625,94.94,373.8,0.5352,0.16622,8.841,666.6,5.988,2.619,88.88,232.2,483.0,605.2,417.3
2019-05-07,164.21,231.49,202.97,5405.5,14152.0,2388.6,1205.8,750.5,634.0,422.0,24.915,39.46,3781.0,1983.0,258.6,688.0,95.62,1034.0,5033.0,3.9,171.0,0.035575,93.8,2339.0,168350.0,45.925,76.65,26.56,94.5,373.0,0.5376,0.16672,8.744,661.8,5.976,2.625,89.72,233.5,481.2,593.4,420.0
2019-05-08,163.57,230.0,202.9,5331.0,14108.0,2379.0,1203.0,723.2,619.3,420.4,24.6,39.25,3815.0,1927.0,260.25,659.3,96.5,1028.4,5019.0,3.842,168.64,0.03546,92.47,2325.0,166600.0,44.63,75.62,26.41,94.24,377.0,0.5369,0.1665,8.664,654.2,5.97,2.635,88.92,232.7,480.6,588.0,417.3
2019-05-10,163.61,227.0,199.01,5290.0,13922.0,2340.0,1200.0,705.1,603.1,413.75,24.2,39.15,3710.0,1896.0,255.4,657.3,95.52,998.6,4990.0,3.7895,162.58,0.035195,91.67,2278.0,160150.0,43.165,74.4,26.035,92.9,378.4,0.5325,0.16434,8.566,651.0,5.935,2.631,88.86,233.6,478.6,593.2,423.8
2019-05-13,163.0,224.22,198.89,5350.0,13970.0,2286.6,1210.0,690.9,593.0,417.2,24.14,39.005,3730.0,1904.0,255.55,655.5,94.48,988.0,5001.0,3.8505,159.5,0.034975,86.34,2324.0,159900.0,43.35,74.73,25.92,91.28,380.4,0.5275,0.1668,8.46,643.2,5.943,2.641,89.12,234.2,481.0,600.0,419.8
2019-05-14,189.67,227.88,201.0,5188.5,13954.0,2299.0,1190.0,706.4,600.0,420.95,24.15,38.88,3795.0,1908.5,255.45,674.7,93.0,980.0,5018.0,3.9505,158.68,0.03493,85.51,2315.0,158050.0,43.21,77.73,25.075,91.6,384.1,0.5293,0.1662,8.548,650.0,5.972,2.64,88.88,233.5,499.2,601.0,420.3
2019-05-15,195.61,228.69,201.3,5000.0,13800.0,2312.0,1186.0,693.3,593.8,413.7,24.14,38.56,3728.5,1897.0,255.1,674.8,92.78,976.0,4950.0,4.105,158.52,0.035095,84.8,2287.0,155200.0,43.12,78.2,24.485,90.08,384.6,0.5251,0.165,8.682,653.4,5.981,2.58,89.42,231.1,512.0,593.4,418.7
2019-05-16,202.7,228.19,200.52,5200.0,13560.0,2392.0,1204.6,675.9,579.2,412.0,24.18,38.37,3700.0,1943.0,254.5,669.7,92.47,972.2,4930.0,4.0175,158.58,0.03496,84.7,2301.0,158050.0,43.415,80.23,24.7,91.68,386.2,0.5323,0.1667,8.779,685.0,5.954,2.528,89.88,230.8,512.4,598.4,415.8
2019-05-17,198.89,226.94,199.23,5260.0,13590.0,2425.0,1198.6,679.4,573.0,413.0,24.105,39.5,3700.0,2000.0,253.25,675.0,91.89,973.2,4844.5,3.89,156.42,0.0351,83.8,2340.0,156100.0,42.925,81.99,24.635,91.96,384.4,0.533,0.1726,8.84,688.8,5.951,2.519,89.8,231.2,519.8,597.6,419.9
2019-05-20,200.8,226.0,199.0,5172.5,13358.0,2407.8,1220.2,681.1,568.7,408.2,24.15,40.515,3659.0,1995.0,253.15,675.0,90.78,978.6,4773.0,3.8645,157.78,0.03499,84.15,2354.0,152500.0,44.14,81.36,24.08,91.08,382.7,0.5401,0.17276,8.829,682.2,5.95,2.513,89.86,230.0,524.8,600.0,419.4
2019-05-21,207.8,232.71,202.65,5300.0,13548.0,2392.4,1245.0,706.7,574.0,415.95,24.26,40.0,3619.0,1952.0,252.65,679.4,89.65,995.8,4833.0,4.02,161.2,0.0349,84.2,2332.0,152200.0,44.25,80.0,23.865,90.76,380.4,0.5435,0.17288,8.786,683.2,5.96,2.513,89.96,230.6,519.2,575.0,423.9
2019-05-22,208.1,235.86,204.43,5317.5,13782.0,2424.8,1297.0,720.0,600.0,414.0,24.2,40.385,3616.0,1933.5,253.8,678.4,88.93,1008.4,4906.0,4.0855,162.5,0.035185,84.57,2345.0,151800.0,44.99,80.75,23.795,91.0,384.0,0.545,0.17548,8.962,683.2,5.971,2.497,89.68,230.4,518.0,567.8,423.7
2019-05-23,208.86,229.3,200.9,5275.0,13520.0,2365.0,1302.0,708.0,583.0,417.05,24.18,40.46,3552.0,1857.5,258.65,680.2,89.78,996.0,4972.0,4.0055,160.6,0.03875,83.9,2363.0,152300.0,44.2,78.74,22.905,90.74,381.5,0.541,0.176,9.17,675.4,5.947,2.49,89.8,231.0,496.2,565.0,419.1
2019-05-24,204.5,234.45,205.59,5240.0,13602.0,2383.4,1291.4,696.8,579.0,423.0,24.365,40.56,3565.0,1828.0,256.7,682.1,90.13,998.2,4985.0,4.075,164.0,0.0372,83.59,2372.0,160400.0,43.9,79.84,24.1,91.0,386.2,0.5466,0.1775,9.2,681.6,5.974,2.496,85.58,231.5,513.0,572.2,423.2
2019-05-27,206.2,236.0,207.01,5220.0,13710.0,2404.6,1317.2,695.3,576.0,425.4,24.37,40.535,3615.0,1857.5,258.2,682.9,90.19,1002.2,4985.5,4.075,164.86,0.03761,84.3,2373.0,157850.0,44.215,81.33,24.2,91.2,387.4,0.541,0.1751,9.241,680.8,5.982,2.499,85.2,230.6,517.0,575.0,421.0
2019-05-28,203.13,233.19,206.0,5100.0,13640.0,2280.2,1306.0,702.8,575.0,431.8,24.46,40.57,3630.0,1847.0,255.05,680.0,89.37,1029.8,4970.0,4.0985,171.5,0.036535,83.5,2383.0,157100.0,44.83,77.54,24.375,90.68,387.6,0.542,0.1754,9.216,682.2,6.145,2.498,85.74,231.2,503.6,557.2,410.2
2019-05-29,207.14,233.4,205.73,5240.0,13708.0,2350.2,1307.4,725.9,577.3,437.0,24.73,40.945,3670.0,1901.0,256.9,682.0,88.05,1039.0,5053.0,4.0995,170.78,0.0368,84.3,2425.0,158800.0,44.835,77.21,24.23,91.12,389.6,0.5398,0.1744,9.195,684.0,5.995,2.499,85.32,232.8,509.6,568.0,420.8
2019-05-30,213.1,232.75,205.75,5230.0,13700.0,2379.6,1308.0,754.1,593.0,439.0,24.99,40.7,3673.5,1924.0,258.25,681.6,87.79,1048.2,5075.0,3.9695,172.88,0.0367,84.75,2455.0,162100.0,44.675,77.48,24.185,90.42,389.9,0.5376,0.17594,9.19,689.0,5.98,2.499,85.3,232.0,513.0,565.0,419.0
2019-05-31,215.1,233.24,205.51,5268.5,13718.0,2336.6,1323.0,748.5,584.4,433.0,24.94,40.465,3738.5,1922.5,255.8,700.5,88.15,1036.4,5170.5,4.014,172.32,0.036705,84.75,2469.0,161350.0,44.655,76.99,23.7,93.8,368.4,0.5399,0.17268,9.02,693.2,5.96,2.491,84.7,234.1,505.8,570.0,424.4
2019-06-03,235.51,239.95,211.3,5254.5,13770.0,2319.0,1321.0,759.9,584.9,438.9,25.115,40.83,3850.0,2010.0,258.8,712.4,88.62,1040.0,5244.0,3.9995,173.0,0.03698,84.82,2478.0,160000.0,44.845,76.9,23.465,96.8,366.2,0.54,0.17462,9.145,685.0,5.97,2.493,84.66,230.0,505.8,574.0,423.6
2019-06-04,230.16,236.0,209.21,5170.0,13796.0,2341.0,1296.0,766.9,603.1,435.0,25.07,40.65,3860.0,2005.0,259.65,720.8,89.78,1043.8,5269.5,3.935,172.24,0.03718,85.98,2452.0,159400.0,44.62,77.32,23.89,96.34,370.8,0.541,0.179,9.183,690.6,5.975,2.5,85.5,222.4,511.4,582.6,426.0
2019-06-05,230.01,239.0,211.0,5103.0,13772.0,2361.0,1279.0,755.7,591.5,426.2,25.205,40.605,3853.0,2033.0,259.2,723.3,89.0,1033.4,5323.0,4.0595,170.54,0.0387,85.56,2451.0,158700.0,44.65,76.86,23.705,96.1,367.1,0.543,0.1765,9.1,698.0,5.975,2.5,85.2,219.5,518.0,575.4,425.6
2019-06-06,231.45,244.89,216.33,5156.5,13850.0,2389.0,1293.0,758.6,594.8,422.9,25.26,40.69,3839.5,2045.0,262.95,726.8,89.15,1048.8,5326.0,4.125,173.66,0.03897,86.58,2448.0,160700.0,45.25,78.18,24.005,96.02,371.0,0.5585,0.17828,9.258,704.2,5.988,2.5,85.7,219.8,505.0,594.0,425.8
2019-06-07,230.5,248.28,219.6,5133.0,13802.0,2418.6,1295.2,753.6,595.2,419.55,25.2,40.59,3820.0,2040.5,263.15,729.2,88.8,1050.0,5460.0,4.1,172.52,0.039,87.55,2405.0,161650.0,45.6,78.2,24.01,95.86,370.6,0.5719,0.18236,9.23,715.2,5.98,2.5,85.48,213.8,497.0,589.8,425.5
2019-06-10,232.1,249.0,220.1,5181.0,13852.0,2435.0,1298.4,759.4,600.4,422.0,25.08,40.845,3797.0,2049.0,264.75,720.3,89.18,1060.0,5485.0,4.089,173.22,0.03945,89.24,2399.0,160200.0,45.435,78.05,24.15,95.4,368.9,0.5927,0.18448,9.235,715.0,5.973,2.5,85.26,212.7,499.8,588.6,426.4
2019-06-11,234.86,235.89,206.71,5237.0,14304.0,2494.8,1320.0,777.4,608.4,422.9,25.39,41.525,3781.0,2093.0,269.95,726.0,88.91,1084.8,5576.0,4.265,178.02,0.04,89.55,2423.0,164200.0,46.05,78.02,25.39,95.6,368.9,0.5826,0.1832,9.3,728.8,5.976,2.5,85.32,215.0,491.0,601.2,425.3
2019-06-13,234.44,240.49,208.45,5210.5,14676.0,2492.0,1308.0,770.0,621.4,422.0,25.08,41.15,3650.0,2098.0,269.55,728.7,86.5,1106.0,5580.0,4.4585,182.0,0.04065,89.5,2451.0,160350.0,46.6,77.78,25.21,98.18,369.9,0.5885,0.18668,9.35,739.2,5.961,2.499,85.2,215.3,493.4,596.8,425.5
2019-06-14,231.51,238.8,207.47,5178.5,14602.0,2465.0,1305.4,765.0,626.0,408.0,25.175,40.91,3650.0,2066.0,270.1,726.3,85.1,1121.0,5721.0,4.4645,183.2,0.04032,89.3,2439.0,156650.0,46.645,77.7,25.16,97.66,369.6,0.603,0.18816,9.281,740.2,5.957,2.5,84.96,215.3,487.0,595.2,424.1
2019-06-17,229.81,237.8,206.6,5190.0,14506.0,2455.8,1307.0,759.7,623.0,408.1,25.15,41.25,3740.0,2052.5,269.85,719.2,86.93,1059.6,5600.0,4.73,182.0,0.040485,89.1,2426.0,155450.0,45.81,78.72,25.25,100.38,370.0,0.6114,0.19194,9.39,747.0,5.954,2.5,84.74,213.5,480.0,598.8,427.4
2019-06-18,232.13,241.8,207.9,5230.0,14750.0,2480.2,1309.8,775.0,621.7,411.7,25.28,41.385,3741.0,2071.5,274.2,729.0,88.31,1081.4,5646.0,4.7925,175.54,0.04044,89.42,2448.0,159000.0,47.0,80.37,25.5,99.3,369.8,0.6124,0.19682,9.68,745.2,5.965,2.5,84.76,212.4,483.8,599.0,428.2
2019-06-19,232.46,240.4,207.08,5245.0,14868.0,2470.2,1275.4,771.9,620.0,409.25,25.41,41.325,3759.5,2074.0,276.0,730.0,90.08,1083.8,5560.0,4.9215,173.16,0.04023,90.0,2448.0,158450.0,46.4,80.73,25.85,99.26,370.3,0.61,0.19998,9.7,747.0,5.967,2.585,86.06,205.0,483.4,598.8,426.0
2019-06-20,232.52,244.1,208.95,5320.0,14224.0,2492.8,1309.8,789.4,633.1,419.75,25.94,40.995,3805.5,2090.5,278.0,747.5,90.19,1099.2,5638.5,4.9575,171.38,0.040415,90.68,2455.0,162500.0,45.08,82.01,26.505,98.9,370.6,0.613,0.2098,9.655,745.2,5.978,2.599,86.38,202.9,478.0,597.6,425.8
2019-06-21,229.09,238.02,206.61,5338.0,14180.0,2468.4,1320.0,776.8,629.4,419.1,25.825,41.215,3753.0,2130.0,277.85,752.7,90.11,1097.4,5805.5,4.925,171.7,0.0402,89.68,2460.0,162650.0,44.68,80.28,26.0,100.04,368.7,0.59,0.20354,9.42,752.0,5.975,2.6,87.0,200.0,496.4,593.2,428.0
2019-06-24,232.38,239.09,207.14,5270.0,14272.0,2452.6,1293.2,769.8,635.1,416.45,26.0,41.25,3718.5,2159.0,279.6,769.5,89.6,1083.0,5931.0,5.0515,168.0,0.040725,89.41,2457.0,161150.0,45.365,80.3,25.79,100.24,370.4,0.6014,0.2049,9.585,771.6,5.973,2.598,86.62,205.2,492.4,591.0,423.8
2019-06-25,232.09,236.7,205.0,5309.5,14060.0,2424.6,1294.0,763.5,630.8,412.15,25.92,41.41,3690.0,2154.0,280.4,789.7,88.93,1095.4,5931.0,4.8235,170.96,0.040575,89.35,2485.0,159550.0,45.74,80.28,25.48,101.3,372.8,0.5978,0.2,9.525,776.4,5.951,2.58,85.98,206.6,500.6,586.0,424.5
2019-06-26,233.1,240.59,207.0,5358.5,14148.0,2391.6,1306.0,770.0,634.8,415.9,26.285,41.535,3865.0,2221.5,287.05,794.5,89.0,1094.0,5896.0,4.54,167.0,0.04026,90.3,2499.0,164950.0,45.575,80.44,25.925,101.52,373.6,0.5998,0.20084,9.55,804.4,5.963,2.6,85.8,206.4,500.0,591.8,427.8
2019-06-27,232.6,240.5,206.73,5380.0,14168.0,2410.0,1330.4,773.3,638.3,415.1,26.32,42.4,3791.0,2235.0,284.95,797.5,87.34,1087.6,5836.0,4.587,170.5,0.04013,89.77,2540.0,166550.0,45.18,80.29,26.055,102.32,373.6,0.6034,0.20318,9.74,787.2,5.973,2.624,85.8,205.0,496.4,586.0,427.3
2019-06-28,232.83,238.55,205.6,5305.0,14308.0,2405.4,1337.4,774.9,636.2,414.5,26.34,42.61,3735.0,2177.5,284.9,802.8,86.04,1067.6,5828.0,4.529,159.7,0.03988,90.15,2484.0,165450.0,44.985,81.15,26.1,101.76,374.9,0.6004,0.2025,9.873,782.2,5.965,2.625,85.8,205.0,503.4,601.8,426.9
2019-07-01,245.5,242.98,210.4,5378.5,14236.0,2482.4,1305.2,768.0,643.9,417.8,26.37,43.34,3729.5,2136.5,286.45,782.0,85.5,1070.8,5695.0,4.704,159.0,0.04025,90.9,2476.0,165000.0,45.105,80.25,26.195,101.46,374.1,0.6029,0.20112,10.175,795.0,6.109,2.68,85.44,204.5,498.4,588.0,429.4
2019-07-02,246.65,241.2,207.52,5372.0,14420.0,2491.2,1305.4,769.4,648.3,417.0,26.735,43.5,3769.0,2240.0,281.4,806.0,85.18,1075.0,5848.0,4.725,160.38,0.0405,91.98,2492.0,165400.0,45.155,80.66,26.065,100.9,374.1,0.6096,0.2032,10.526,794.0,5.971,2.65,85.64,204.9,503.0,588.0,429.1
